"","UniqueID","state_code","district_code"
"2013.104810","AP_8_02257400","AP",8
"2013.105810","AP_8_02257500","AP",8
"2013.106310","AP_8_02257600","AP",8
"2013.107010","AP_8_02257700","AP",8
"2013.106114","AP_8_02257800","AP",8
"2013.105510","AP_8_02257900","AP",8
"2013.104510","AP_8_02258000","AP",8
"2013.106010","AP_8_02258100","AP",8
"2013.106510","AP_8_02258200","AP",8
"2013.95711","AP_8_02258300","AP",8
"2013.95011","AP_8_02258400","AP",8
"2013.93511","AP_8_02258500","AP",8
"2013.96711","AP_8_02258600","AP",8
"2013.98611","AP_8_02258700","AP",8
"2013.98011","AP_8_02258800","AP",8
"2013.100710","AP_8_02258900","AP",8
"2013.102810","AP_8_02259000","AP",8
"2013.103310","AP_8_02259100","AP",8
"2013.100810","AP_8_02259200","AP",8
"2013.99610","AP_8_02259300","AP",8
"2013.105010","AP_8_02259400","AP",8
"2013.104610","AP_8_02259700","AP",8
"2013.104310","AP_8_02263300","AP",8
"2013.102212","AP_8_02263600","AP",8
"2013.106610","AP_8_02264700","AP",8
"2013.106710","AP_8_02266200","AP",8
"2013.106810","AP_8_02266800","AP",8
"2013.107114","AP_8_02266900","AP",8
"2013.107212","AP_8_02268700","AP",8
"2013.106910","AP_8_02270300","AP",8
"2013.30022","AP_8_41801000","AP",8
"2013.18924","AP_8_41802000","AP",8
"2013.24924","AP_8_41803000","AP",8
"2013.57215","AP_8_41804000","AP",8
"2013.58013","AP_8_41805000","AP",8
"2013.102010","AP_8_41806000","AP",8
"2013.89711","AP_8_41807000","AP",8
"2013.88911","AP_8_41808000","AP",8
"2013.21029","AP_9_02246900","AP",9
"2013.6280","AP_9_02259500","AP",9
"2013.3480","AP_9_02259600","AP",9
"2013.10280","AP_9_02259800","AP",9
"2013.14149","AP_9_02259900","AP",9
"2013.17134","AP_9_02260000","AP",9
"2013.31126","AP_9_02260100","AP",9
"2013.28129","AP_9_02260200","AP",9
"2013.3880","AP_9_02260300","AP",9
"2013.29126","AP_9_02260400","AP",9
"2013.5480","AP_9_02260500","AP",9
"2013.5980","AP_9_02260600","AP",9
"2013.51102","AP_9_02260700","AP",9
"2013.4980","AP_9_02260800","AP",9
"2013.30126","AP_9_02260900","AP",9
"2013.32108","AP_9_02261000","AP",9
"2013.5580","AP_9_02261100","AP",9
"2013.71102","AP_9_02261200","AP",9
"2013.9080","AP_9_02261300","AP",9
"2013.6880","AP_9_02261400","AP",9
"2013.6380","AP_9_02261500","AP",9
"2013.16138","AP_9_02261600","AP",9
"2013.20129","AP_9_02261700","AP",9
"2013.27129","AP_9_02261800","AP",9
"2013.4290","AP_9_02261900","AP",9
"2013.4080","AP_9_02262000","AP",9
"2013.4880","AP_9_02262100","AP",9
"2013.7880","AP_9_02262200","AP",9
"2013.7980","AP_9_02262300","AP",9
"2013.9380","AP_9_02262400","AP",9
"2013.8480","AP_9_02262500","AP",9
"2013.8290","AP_9_02262600","AP",9
"2013.8980","AP_9_02262700","AP",9
"2013.10780","AP_9_02262800","AP",9
"2013.11680","AP_9_02262900","AP",9
"2013.14337","AP_9_02263000","AP",9
"2013.10480","AP_9_02263100","AP",9
"2013.10080","AP_9_02263200","AP",9
"2013.4280","AP_9_02263400","AP",9
"2013.5280","AP_9_02263500","AP",9
"2013.11290","AP_9_02263700","AP",9
"2013.7280","AP_9_02263800","AP",9
"2013.19129","AP_9_02263900","AP",9
"2013.26129","AP_9_02264000","AP",9
"2013.9280","AP_9_02264100","AP",9
"2013.21129","AP_9_02264200","AP",9
"2013.8280","AP_9_02264300","AP",9
"2013.12190","AP_9_02264400","AP",9
"2013.11300","AP_9_02264500","AP",9
"2013.15146","AP_9_02264600","AP",9
"2013.4780","AP_9_02264800","AP",9
"2013.4380","AP_9_02264900","AP",9
"2013.41102","AP_9_02265000","AP",9
"2013.33101","AP_9_02265100","AP",9
"2013.3780","AP_9_02265200","AP",9
"2013.4580","AP_9_02265300","AP",9
"2013.6080","AP_9_02265400","AP",9
"2013.6980","AP_9_02265500","AP",9
"2013.8380","AP_9_02265600","AP",9
"2013.7080","AP_9_02265700","AP",9
"2013.4480","AP_9_02265800","AP",9
"2013.5080","AP_9_02265900","AP",9
"2013.61102","AP_9_02266000","AP",9
"2013.22129","AP_9_02266100","AP",9
"2013.24129","AP_9_02266300","AP",9
"2013.23129","AP_9_02266400","AP",9
"2013.25129","AP_9_02266500","AP",9
"2013.18134","AP_9_02266600","AP",9
"2013.13158","AP_9_02266700","AP",9
"2013.5680","AP_9_02267000","AP",9
"2013.5290","AP_9_02267100","AP",9
"2013.4680","AP_9_02267200","AP",9
"2013.7380","AP_9_02267300","AP",9
"2013.6290","AP_9_02267400","AP",9
"2013.6680","AP_9_02267500","AP",9
"2013.6580","AP_9_02267600","AP",9
"2013.5880","AP_9_02267700","AP",9
"2013.3490","AP_9_02267800","AP",9
"2013.3580","AP_9_02267900","AP",9
"2013.3980","AP_9_02268000","AP",9
"2013.5780","AP_9_02268100","AP",9
"2013.7290","AP_9_02268200","AP",9
"2013.9880","AP_9_02268300","AP",9
"2013.91102","AP_9_02268400","AP",9
"2013.8880","AP_9_02268500","AP",9
"2013.8780","AP_9_02268600","AP",9
"2013.10680","AP_9_02268800","AP",9
"2013.8580","AP_9_02268900","AP",9
"2013.101102","AP_9_02269000","AP",9
"2013.9680","AP_9_02269100","AP",9
"2013.11759","AP_9_02269200","AP",9
"2013.13339","AP_9_02269300","AP",9
"2013.14637","AP_9_02269400","AP",9
"2013.12748","AP_9_02269500","AP",9
"2013.15535","AP_9_02269600","AP",9
"2013.16029","AP_9_02269700","AP",9
"2013.15729","AP_9_02269800","AP",9
"2013.3680","AP_9_02269900","AP",9
"2013.6480","AP_9_02270000","AP",9
"2013.7480","AP_9_02270100","AP",9
"2013.8680","AP_9_02270200","AP",9
"2013.5380","AP_9_02270400","AP",9
"2013.7580","AP_9_02270500","AP",9
"2013.7780","AP_9_02270600","AP",9
"2013.110102","AP_9_02270700","AP",9
"2013.9580","AP_9_02270800","AP",9
"2013.9780","AP_9_02270900","AP",9
"2013.112100","AP_9_02271000","AP",9
"2013.12259","AP_9_02271100","AP",9
"2013.12948","AP_9_02271200","AP",9
"2013.11859","AP_9_02271300","AP",9
"2013.14837","AP_9_02271400","AP",9
"2013.18027","AP_9_02271500","AP",9
"2013.18227","AP_9_02271600","AP",9
"2013.14150","AP_9_02271700","AP",9
"2013.18327","AP_9_02271800","AP",9
"2013.16629","AP_9_02271900","AP",9
"2013.14437","AP_9_02272000","AP",9
"2013.13639","AP_9_02272100","AP",9
"2013.13939","AP_9_02272200","AP",9
"2013.16829","AP_9_02272300","AP",9
"2013.17327","AP_9_02272400","AP",9
"2013.10880","AP_9_02272500","AP",9
"2013.10380","AP_9_02272600","AP",9
"2013.9980","AP_9_02272700","AP",9
"2013.11480","AP_9_02272800","AP",9
"2013.12359","AP_9_02272900","AP",9
"2013.13439","AP_9_02273000","AP",9
"2013.12199","AP_9_02273100","AP",9
"2013.13539","AP_9_02273200","AP",9
"2013.12459","AP_9_02273300","AP",9
"2013.13839","AP_9_02273400","AP",9
"2013.15335","AP_9_02273500","AP",9
"2013.15829","AP_9_02273600","AP",9
"2013.14737","AP_9_02273700","AP",9
"2013.17527","AP_9_02273800","AP",9
"2013.19825","AP_9_02273900","AP",9
"2013.17627","AP_9_02274000","AP",9
"2013.15629","AP_9_02274100","AP",9
"2013.14537","AP_9_02274200","AP",9
"2013.16429","AP_9_02274300","AP",9
"2013.17227","AP_9_02274400","AP",9
"2013.6780","AP_9_02274500","AP",9
"2013.81102","AP_9_02274600","AP",9
"2013.10290","AP_9_02274700","AP",9
"2013.10580","AP_9_02274800","AP",9
"2013.10980","AP_9_02274900","AP",9
"2013.11959","AP_9_02275000","AP",9
"2013.13239","AP_9_02275100","AP",9
"2013.12659","AP_9_02275200","AP",9
"2013.14237","AP_9_02275300","AP",9
"2013.14038","AP_9_02275400","AP",9
"2013.17827","AP_9_02275500","AP",9
"2013.19225","AP_9_02275600","AP",9
"2013.17927","AP_9_02275700","AP",9
"2013.16929","AP_9_02275800","AP",9
"2013.16729","AP_9_02275900","AP",9
"2013.9480","AP_9_02276000","AP",9
"2013.9290","AP_9_02276100","AP",9
"2013.8080","AP_9_02276200","AP",9
"2013.111102","AP_9_02276300","AP",9
"2013.11380","AP_9_02276400","AP",9
"2013.11580","AP_9_02276500","AP",9
"2013.12559","AP_9_02276600","AP",9
"2013.12059","AP_9_02276700","AP",9
"2013.12848","AP_9_02276800","AP",9
"2013.13159","AP_9_02276900","AP",9
"2013.15435","AP_9_02277000","AP",9
"2013.13739","AP_9_02277100","AP",9
"2013.13048","AP_9_02277200","AP",9
"2013.15147","AP_9_02277300","AP",9
"2013.15037","AP_9_02277400","AP",9
"2013.15929","AP_9_02277500","AP",9
"2013.16529","AP_9_02277600","AP",9
"2013.16329","AP_9_02277700","AP",9
"2013.15235","AP_9_02277800","AP",9
"2013.16229","AP_9_02277900","AP",9
"2013.18925","AP_9_02278000","AP",9
"2013.17135","AP_9_02278100","AP",9
"2013.17727","AP_9_02278200","AP",9
"2013.18625","AP_9_02278300","AP",9
"2013.20625","AP_9_02278400","AP",9
"2013.20725","AP_9_02278500","AP",9
"2013.21030","AP_9_02278600","AP",9
"2013.19625","AP_9_02278700","AP",9
"2013.18525","AP_9_02278800","AP",9
"2013.21325","AP_9_02278900","AP",9
"2013.23130","AP_9_02279000","AP",9
"2013.24525","AP_9_02279100","AP",9
"2013.24625","AP_9_02279200","AP",9
"2013.24725","AP_9_02279300","AP",9
"2013.24025","AP_9_02279400","AP",9
"2013.20325","AP_9_02279500","AP",9
"2013.22725","AP_9_02279600","AP",9
"2013.19525","AP_9_02279700","AP",9
"2013.18725","AP_9_02279800","AP",9
"2013.17427","AP_9_02279900","AP",9
"2013.20225","AP_9_02280000","AP",9
"2013.23725","AP_9_02280100","AP",9
"2013.22325","AP_9_02280200","AP",9
"2013.23425","AP_9_02280300","AP",9
"2013.24825","AP_9_02280400","AP",9
"2013.25625","AP_9_02280500","AP",9
"2013.25025","AP_9_02280600","AP",9
"2013.25825","AP_9_02280700","AP",9
"2013.25525","AP_9_02280800","AP",9
"2013.26130","AP_9_02280900","AP",9
"2013.29723","AP_9_02281000","AP",9
"2013.29223","AP_9_02281100","AP",9
"2013.30623","AP_9_02281200","AP",9
"2013.33315","AP_9_02281300","AP",9
"2013.29623","AP_9_02281400","AP",9
"2013.25725","AP_9_02281500","AP",9
"2013.28923","AP_9_02281600","AP",9
"2013.31223","AP_9_02281700","AP",9
"2013.19025","AP_9_02281800","AP",9
"2013.18135","AP_9_02281900","AP",9
"2013.16139","AP_9_02282000","AP",9
"2013.18425","AP_9_02282100","AP",9
"2013.19725","AP_9_02282200","AP",9
"2013.19925","AP_9_02282300","AP",9
"2013.20130","AP_9_02282400","AP",9
"2013.21925","AP_9_02282500","AP",9
"2013.21725","AP_9_02282600","AP",9
"2013.20825","AP_9_02282700","AP",9
"2013.21525","AP_9_02282800","AP",9
"2013.20425","AP_9_02282900","AP",9
"2013.20525","AP_9_02283000","AP",9
"2013.22525","AP_9_02283100","AP",9
"2013.22425","AP_9_02283200","AP",9
"2013.23625","AP_9_02283300","AP",9
"2013.22925","AP_9_02283400","AP",9
"2013.23825","AP_9_02283500","AP",9
"2013.24325","AP_9_02283600","AP",9
"2013.26525","AP_9_02283700","AP",9
"2013.26825","AP_9_02283800","AP",9
"2013.24130","AP_9_02283900","AP",9
"2013.24925","AP_9_02284000","AP",9
"2013.19325","AP_9_02284100","AP",9
"2013.21130","AP_9_02284200","AP",9
"2013.22025","AP_9_02284300","AP",9
"2013.22225","AP_9_02284400","AP",9
"2013.23525","AP_9_02284500","AP",9
"2013.24225","AP_9_02284600","AP",9
"2013.22825","AP_9_02284700","AP",9
"2013.20925","AP_9_02284800","AP",9
"2013.22130","AP_9_02284900","AP",9
"2013.21825","AP_9_02285000","AP",9
"2013.21625","AP_9_02285100","AP",9
"2013.21225","AP_9_02285200","AP",9
"2013.20025","AP_9_02285300","AP",9
"2013.23225","AP_9_02285400","AP",9
"2013.23925","AP_9_02285500","AP",9
"2013.24425","AP_9_02285600","AP",9
"2013.27425","AP_9_02285700","AP",9
"2013.26725","AP_9_02285800","AP",9
"2013.29923","AP_9_02285900","AP",9
"2013.28423","AP_9_02286000","AP",9
"2013.26925","AP_9_02286100","AP",9
"2013.28325","AP_9_02286200","AP",9
"2013.22625","AP_9_02286300","AP",9
"2013.19130","AP_9_02286400","AP",9
"2013.18825","AP_9_02286500","AP",9
"2013.19425","AP_9_02286600","AP",9
"2013.23025","AP_9_02286700","AP",9
"2013.21425","AP_9_02286800","AP",9
"2013.25425","AP_9_02286900","AP",9
"2013.25225","AP_9_02287000","AP",9
"2013.27025","AP_9_02287100","AP",9
"2013.29127","AP_9_02287200","AP",9
"2013.28225","AP_9_02287300","AP",9
"2013.27625","AP_9_02287400","AP",9
"2013.26225","AP_9_02287500","AP",9
"2013.26025","AP_9_02287600","AP",9
"2013.25130","AP_9_02287700","AP",9
"2013.28130","AP_9_02287800","AP",9
"2013.30127","AP_9_02287900","AP",9
"2013.29023","AP_9_02288000","AP",9
"2013.32723","AP_9_02288100","AP",9
"2013.32423","AP_9_02288200","AP",9
"2013.32918","AP_9_02288300","AP",9
"2013.30823","AP_9_02288400","AP",9
"2013.27130","AP_9_02288500","AP",9
"2013.23325","AP_9_02288600","AP",9
"2013.29423","AP_9_02288700","AP",9
"2013.31823","AP_9_02288800","AP",9
"2013.32623","AP_9_02288900","AP",9
"2013.34514","AP_9_02289000","AP",9
"2013.31127","AP_9_02289100","AP",9
"2013.30323","AP_9_02289200","AP",9
"2013.26425","AP_9_02289300","AP",9
"2013.29823","AP_9_02289400","AP",9
"2013.31723","AP_9_02289500","AP",9
"2013.32323","AP_9_02289600","AP",9
"2013.32023","AP_9_02289700","AP",9
"2013.31923","AP_9_02289800","AP",9
"2013.33614","AP_9_02289900","AP",9
"2013.34914","AP_9_02290000","AP",9
"2013.34314","AP_9_02290100","AP",9
"2013.34814","AP_9_02290200","AP",9
"2013.35118","AP_9_02290300","AP",9
"2013.29523","AP_9_02290400","AP",9
"2013.31323","AP_9_02290500","AP",9
"2013.33118","AP_9_02290600","AP",9
"2013.35216","AP_9_02290700","AP",9
"2013.32821","AP_9_02290800","AP",9
"2013.36216","AP_9_02290900","AP",9
"2013.37514","AP_9_02291000","AP",9
"2013.37914","AP_9_02291100","AP",9
"2013.39914","AP_9_02291200","AP",9
"2013.40914","AP_9_02291300","AP",9
"2013.38814","AP_9_02291400","AP",9
"2013.39216","AP_9_02291500","AP",9
"2013.40314","AP_9_02291600","AP",9
"2013.39014","AP_9_02291700","AP",9
"2013.26325","AP_9_02291800","AP",9
"2013.26625","AP_9_02291900","AP",9
"2013.27225","AP_9_02292000","AP",9
"2013.27525","AP_9_02292100","AP",9
"2013.31423","AP_9_02292200","AP",9
"2013.30223","AP_9_02292300","AP",9
"2013.32523","AP_9_02292400","AP",9
"2013.30423","AP_9_02292500","AP",9
"2013.27725","AP_9_02292600","AP",9
"2013.27325","AP_9_02292700","AP",9
"2013.25325","AP_9_02292800","AP",9
"2013.27925","AP_9_02292900","AP",9
"2013.27825","AP_9_02293000","AP",9
"2013.28723","AP_9_02293100","AP",9
"2013.33514","AP_9_02293200","AP",9
"2013.36118","AP_9_02293300","AP",9
"2013.36014","AP_9_02293400","AP",9
"2013.34216","AP_9_02293500","AP",9
"2013.36914","AP_9_02293600","AP",9
"2013.37814","AP_9_02293700","AP",9
"2013.39714","AP_9_02293800","AP",9
"2013.40014","AP_9_02293900","AP",9
"2013.40814","AP_9_02294000","AP",9
"2013.34414","AP_9_02294100","AP",9
"2013.35414","AP_9_02294200","AP",9
"2013.37614","AP_9_02294300","AP",9
"2013.34014","AP_9_02294400","AP",9
"2013.33414","AP_9_02294500","AP",9
"2013.33015","AP_9_02294600","AP",9
"2013.36314","AP_9_02294700","AP",9
"2013.39118","AP_9_02294800","AP",9
"2013.40414","AP_9_02294900","AP",9
"2013.42014","AP_9_02295000","AP",9
"2013.46414","AP_9_02295100","AP",9
"2013.43414","AP_9_02295200","AP",9
"2013.28823","AP_9_02295300","AP",9
"2013.25925","AP_9_02295400","AP",9
"2013.28025","AP_9_02295500","AP",9
"2013.28623","AP_9_02295600","AP",9
"2013.28523","AP_9_02295700","AP",9
"2013.30023","AP_9_02295800","AP",9
"2013.31023","AP_9_02295900","AP",9
"2013.32223","AP_9_02296000","AP",9
"2013.30923","AP_9_02296100","AP",9
"2013.33814","AP_9_02296200","AP",9
"2013.35814","AP_9_02296300","AP",9
"2013.40216","AP_9_02296400","AP",9
"2013.36514","AP_9_02296500","AP",9
"2013.35514","AP_9_02296600","AP",9
"2013.30723","AP_9_02296700","AP",9
"2013.30523","AP_9_02296800","AP",9
"2013.31523","AP_9_02296900","AP",9
"2013.29323","AP_9_02297000","AP",9
"2013.31623","AP_9_02297100","AP",9
"2013.38914","AP_9_02297200","AP",9
"2013.40118","AP_9_02297300","AP",9
"2013.37414","AP_9_02297400","AP",9
"2013.36614","AP_9_02297500","AP",9
"2013.36414","AP_9_02297600","AP",9
"2013.35914","AP_9_02297700","AP",9
"2013.35014","AP_9_02297800","AP",9
"2013.39414","AP_9_02297900","AP",9
"2013.39614","AP_9_02298000","AP",9
"2013.41914","AP_9_02298100","AP",9
"2013.43216","AP_9_02298200","AP",9
"2013.44714","AP_9_02298300","AP",9
"2013.46614","AP_9_02298400","AP",9
"2013.45614","AP_9_02298500","AP",9
"2013.43014","AP_9_02298600","AP",9
"2013.41714","AP_9_02298700","AP",9
"2013.43614","AP_9_02298800","AP",9
"2013.45216","AP_9_02298900","AP",9
"2013.42118","AP_9_02299000","AP",9
"2013.42514","AP_9_02299100","AP",9
"2013.47714","AP_9_02299200","AP",9
"2013.52118","AP_9_02299300","AP",9
"2013.46314","AP_9_02299400","AP",9
"2013.47614","AP_9_02299500","AP",9
"2013.48614","AP_9_02299600","AP",9
"2013.49216","AP_9_02299700","AP",9
"2013.51415","AP_9_02299800","AP",9
"2013.52914","AP_9_02299900","AP",9
"2013.52414","AP_9_02300000","AP",9
"2013.53014","AP_9_02300100","AP",9
"2013.55014","AP_9_02300200","AP",9
"2013.53314","AP_9_02300300","AP",9
"2013.53216","AP_9_02300400","AP",9
"2013.54216","AP_9_02300500","AP",9
"2013.54118","AP_9_02300600","AP",9
"2013.51614","AP_9_02300700","AP",9
"2013.53118","AP_9_02300800","AP",9
"2013.54814","AP_9_02300900","AP",9
"2013.55414","AP_9_02301000","AP",9
"2013.56314","AP_9_02301100","AP",9
"2013.57216","AP_9_02301200","AP",9
"2013.56714","AP_9_02301300","AP",9
"2013.56118","AP_9_02301400","AP",9
"2013.55118","AP_9_02301500","AP",9
"2013.58118","AP_9_02301600","AP",9
"2013.57814","AP_9_02301700","AP",9
"2013.58216","AP_9_02301800","AP",9
"2013.59714","AP_9_02301900","AP",9
"2013.59118","AP_9_02302000","AP",9
"2013.60216","AP_9_02302100","AP",9
"2013.61217","AP_9_02302200","AP",9
"2013.59914","AP_9_02302300","AP",9
"2013.58614","AP_9_02302400","AP",9
"2013.58014","AP_9_02302500","AP",9
"2013.59414","AP_9_02302600","AP",9
"2013.62118","AP_9_02302700","AP",9
"2013.63014","AP_9_02302800","AP",9
"2013.62216","AP_9_02302900","AP",9
"2013.61614","AP_9_02303000","AP",9
"2013.61914","AP_9_02303100","AP",9
"2013.63914","AP_9_02303200","AP",9
"2013.38118","AP_9_02303300","AP",9
"2013.37014","AP_9_02303400","AP",9
"2013.33216","AP_9_02303500","AP",9
"2013.33714","AP_9_02303600","AP",9
"2013.34714","AP_9_02303700","AP",9
"2013.37314","AP_9_02303800","AP",9
"2013.38314","AP_9_02303900","AP",9
"2013.38014","AP_9_02304000","AP",9
"2013.35314","AP_9_02304100","AP",9
"2013.41018","AP_9_02304200","AP",9
"2013.41217","AP_9_02304300","AP",9
"2013.40614","AP_9_02304400","AP",9
"2013.43514","AP_9_02304500","AP",9
"2013.46514","AP_9_02304600","AP",9
"2013.45414","AP_9_02304700","AP",9
"2013.45714","AP_9_02304800","AP",9
"2013.45814","AP_9_02304900","AP",9
"2013.45314","AP_9_02305000","AP",9
"2013.47314","AP_9_02305100","AP",9
"2013.49314","AP_9_02305200","AP",9
"2013.47014","AP_9_02305300","AP",9
"2013.48514","AP_9_02305400","AP",9
"2013.48014","AP_9_02305500","AP",9
"2013.48314","AP_9_02305600","AP",9
"2013.48814","AP_9_02305700","AP",9
"2013.50314","AP_9_02305800","AP",9
"2013.50014","AP_9_02305900","AP",9
"2013.54014","AP_9_02306000","AP",9
"2013.55314","AP_9_02306100","AP",9
"2013.51714","AP_9_02306200","AP",9
"2013.52814","AP_9_02306300","AP",9
"2013.52314","AP_9_02306400","AP",9
"2013.51315","AP_9_02306500","AP",9
"2013.50614","AP_9_02306600","AP",9
"2013.50814","AP_9_02306700","AP",9
"2013.49814","AP_9_02306800","AP",9
"2013.36814","AP_9_02306900","AP",9
"2013.39314","AP_9_02307000","AP",9
"2013.41415","AP_9_02307100","AP",9
"2013.42614","AP_9_02307200","AP",9
"2013.45514","AP_9_02307300","AP",9
"2013.43714","AP_9_02307400","AP",9
"2013.46118","AP_9_02307500","AP",9
"2013.47914","AP_9_02307600","AP",9
"2013.46216","AP_9_02307700","AP",9
"2013.46014","AP_9_02307800","AP",9
"2013.42216","AP_9_02307900","AP",9
"2013.42414","AP_9_02308000","AP",9
"2013.42314","AP_9_02308100","AP",9
"2013.44814","AP_9_02308200","AP",9
"2013.45014","AP_9_02308300","AP",9
"2013.46714","AP_9_02308400","AP",9
"2013.48216","AP_9_02308500","AP",9
"2013.49014","AP_9_02308600","AP",9
"2013.50118","AP_9_02308700","AP",9
"2013.48118","AP_9_02308800","AP",9
"2013.43914","AP_9_02308900","AP",9
"2013.41118","AP_9_02309000","AP",9
"2013.44414","AP_9_02309100","AP",9
"2013.44914","AP_9_02309200","AP",9
"2013.46914","AP_9_02309300","AP",9
"2013.47414","AP_9_02309400","AP",9
"2013.49118","AP_9_02309500","AP",9
"2013.49614","AP_9_02309600","AP",9
"2013.50914","AP_9_02309700","AP",9
"2013.37216","AP_9_02309800","AP",9
"2013.40714","AP_9_02309900","AP",9
"2013.41814","AP_9_02310000","AP",9
"2013.40514","AP_9_02310100","AP",9
"2013.36714","AP_9_02310200","AP",9
"2013.35614","AP_9_02310300","AP",9
"2013.33914","AP_9_02310400","AP",9
"2013.34614","AP_9_02310500","AP",9
"2013.38614","AP_9_02310600","AP",9
"2013.38714","AP_9_02310700","AP",9
"2013.38514","AP_9_02310800","AP",9
"2013.37714","AP_9_02310900","AP",9
"2013.37118","AP_9_02311000","AP",9
"2013.35714","AP_9_02311100","AP",9
"2013.32123","AP_9_02311200","AP",9
"2013.34118","AP_9_02311300","AP",9
"2013.38216","AP_9_02311400","AP",9
"2013.39814","AP_9_02311500","AP",9
"2013.38414","AP_9_02311600","AP",9
"2013.39514","AP_9_02311700","AP",9
"2013.41614","AP_9_02311800","AP",9
"2013.42914","AP_9_02311900","AP",9
"2013.42814","AP_9_02312000","AP",9
"2013.41514","AP_9_02312100","AP",9
"2013.43118","AP_9_02312200","AP",9
"2013.41315","AP_9_02312300","AP",9
"2013.44514","AP_9_02312400","AP",9
"2013.44314","AP_9_02312500","AP",9
"2013.44216","AP_9_02312600","AP",9
"2013.44614","AP_9_02312700","AP",9
"2013.44014","AP_9_02312800","AP",9
"2013.45118","AP_9_02312900","AP",9
"2013.44118","AP_9_02313000","AP",9
"2013.43314","AP_9_02313100","AP",9
"2013.43814","AP_9_02313200","AP",9
"2013.45914","AP_9_02313300","AP",9
"2013.47514","AP_9_02313400","AP",9
"2013.48714","AP_9_02313500","AP",9
"2013.46814","AP_9_02313600","AP",9
"2013.47216","AP_9_02313700","AP",9
"2013.47118","AP_9_02313800","AP",9
"2013.47814","AP_9_02313900","AP",9
"2013.48414","AP_9_02314000","AP",9
"2013.49914","AP_9_02314100","AP",9
"2013.51018","AP_9_02314200","AP",9
"2013.49414","AP_9_02314300","AP",9
"2013.51514","AP_9_02314400","AP",9
"2013.50714","AP_9_02314500","AP",9
"2013.51118","AP_9_02314600","AP",9
"2013.51814","AP_9_02314700","AP",9
"2013.52216","AP_9_02314800","AP",9
"2013.52514","AP_9_02314900","AP",9
"2013.54314","AP_9_02315000","AP",9
"2013.52614","AP_9_02315100","AP",9
"2013.53814","AP_9_02315200","AP",9
"2013.56514","AP_9_02315300","AP",9
"2013.55614","AP_9_02315400","AP",9
"2013.54714","AP_9_02315500","AP",9
"2013.54914","AP_9_02315600","AP",9
"2013.57314","AP_9_02315700","AP",9
"2013.53414","AP_9_02315800","AP",9
"2013.50216","AP_9_02315900","AP",9
"2013.54514","AP_9_02316000","AP",9
"2013.49714","AP_9_02316100","AP",9
"2013.54614","AP_9_02316200","AP",9
"2013.53514","AP_9_02316300","AP",9
"2013.50414","AP_9_02316400","AP",9
"2013.49514","AP_9_02316500","AP",9
"2013.48914","AP_9_02316600","AP",9
"2013.50514","AP_9_02316700","AP",9
"2013.52014","AP_9_02316800","AP",9
"2013.51217","AP_9_02316900","AP",9
"2013.52714","AP_9_02317000","AP",9
"2013.55814","AP_9_02317100","AP",9
"2013.57614","AP_9_02317200","AP",9
"2013.58414","AP_9_02317300","AP",9
"2013.59014","AP_9_02317400","AP",9
"2013.55914","AP_9_02317500","AP",9
"2013.55216","AP_9_02317600","AP",9
"2013.57118","AP_9_02317700","AP",9
"2013.58714","AP_9_02317800","AP",9
"2013.51914","AP_9_02317900","AP",9
"2013.56414","AP_9_02318000","AP",9
"2013.55514","AP_9_02318100","AP",9
"2013.57414","AP_9_02318200","AP",9
"2013.56614","AP_9_02318300","AP",9
"2013.55714","AP_9_02318400","AP",9
"2013.57014","AP_9_02318500","AP",9
"2013.57514","AP_9_02318600","AP",9
"2013.57914","AP_9_02318700","AP",9
"2013.60014","AP_9_02318800","AP",9
"2013.58914","AP_9_02318900","AP",9
"2013.60414","AP_9_02319000","AP",9
"2013.60914","AP_9_02319100","AP",9
"2013.60314","AP_9_02319200","AP",9
"2013.61514","AP_9_02319300","AP",9
"2013.63714","AP_9_02319400","AP",9
"2013.63514","AP_9_02319500","AP",9
"2013.63314","AP_9_02319600","AP",9
"2013.64014","AP_9_02319700","AP",9
"2013.62914","AP_9_02319800","AP",9
"2013.57714","AP_9_02319900","AP",9
"2013.60614","AP_9_02320000","AP",9
"2013.63118","AP_9_02320100","AP",9
"2013.66714","AP_9_02320200","AP",9
"2013.64714","AP_9_02320300","AP",9
"2013.68514","AP_9_02320400","AP",9
"2013.68614","AP_9_02320500","AP",9
"2013.68414","AP_9_02320600","AP",9
"2013.67118","AP_9_02320700","AP",9
"2013.67314","AP_9_02320800","AP",9
"2013.65514","AP_9_02320900","AP",9
"2013.66216","AP_9_02321000","AP",9
"2013.68014","AP_9_02321100","AP",9
"2013.68914","AP_9_02321200","AP",9
"2013.69118","AP_9_02321300","AP",9
"2013.72118","AP_9_02321400","AP",9
"2013.69014","AP_9_02321500","AP",9
"2013.73813","AP_9_02321600","AP",9
"2013.76013","AP_9_02321700","AP",9
"2013.70514","AP_9_02321800","AP",9
"2013.71315","AP_9_02321900","AP",9
"2013.73513","AP_9_02322000","AP",9
"2013.56914","AP_9_02322100","AP",9
"2013.54414","AP_9_02322200","AP",9
"2013.53714","AP_9_02322300","AP",9
"2013.53614","AP_9_02322400","AP",9
"2013.53914","AP_9_02322500","AP",9
"2013.56014","AP_9_02322600","AP",9
"2013.56814","AP_9_02322700","AP",9
"2013.58314","AP_9_02322800","AP",9
"2013.59216","AP_9_02322900","AP",9
