"","UniqueID","state_code","district_code"
"2013.4266","AP_1_01117200","AP",1
"2013.5526","AP_1_01117300","AP",1
"2013.6306","AP_1_01117400","AP",1
"2013.6396","AP_1_01117500","AP",1
"2013.5946","AP_1_01117600","AP",1
"2013.6296","AP_1_01117700","AP",1
"2013.6356","AP_1_01117800","AP",1
"2013.6936","AP_1_01117900","AP",1
"2013.7146","AP_1_01118000","AP",1
"2013.26716","AP_1_01118300","AP",1
"2013.28216","AP_1_01118400","AP",1
"2013.28316","AP_1_01118500","AP",1
"2013.30615","AP_1_01118600","AP",1
"2013.26216","AP_1_01118800","AP",1
"2013.30415","AP_1_01118900","AP",1
"2013.23516","AP_1_01119000","AP",1
"2013.21816","AP_1_01119100","AP",1
"2013.27816","AP_1_01119200","AP",1
"2013.30715","AP_1_01119300","AP",1
"2013.32910","AP_1_01119400","AP",1
"2013.3426","AP_1_01119500","AP",1
"2013.32813","AP_1_01119600","AP",1
"2013.3406","AP_1_01119700","AP",1
"2013.32215","AP_1_01119800","AP",1
"2013.3566","AP_1_01119900","AP",1
"2013.33110","AP_1_01120000","AP",1
"2013.32515","AP_1_01120100","AP",1
"2013.29415","AP_1_01120200","AP",1
"2013.31815","AP_1_01120300","AP",1
"2013.32715","AP_1_01120400","AP",1
"2013.30215","AP_1_01120500","AP",1
"2013.30515","AP_1_01120600","AP",1
"2013.31515","AP_1_01120700","AP",1
"2013.3346","AP_1_01120900","AP",1
"2013.3506","AP_1_01121000","AP",1
"2013.3726","AP_1_01121100","AP",1
"2013.35110","AP_1_01121200","AP",1
"2013.4466","AP_1_01121300","AP",1
"2013.4246","AP_1_01121400","AP",1
"2013.3646","AP_1_01121500","AP",1
"2013.4186","AP_1_01121600","AP",1
"2013.4127","AP_1_01121700","AP",1
"2013.4076","AP_1_01121800","AP",1
"2013.3366","AP_1_01121900","AP",1
"2013.30015","AP_1_01122000","AP",1
"2013.3436","AP_1_01122100","AP",1
"2013.3666","AP_1_01122200","AP",1
"2013.3786","AP_1_01122300","AP",1
"2013.3876","AP_1_01122400","AP",1
"2013.37110","AP_1_01122500","AP",1
"2013.3826","AP_1_01122600","AP",1
"2013.3536","AP_1_01122700","AP",1
"2013.3946","AP_1_01122800","AP",1
"2013.4166","AP_1_01122900","AP",1
"2013.4146","AP_1_01123000","AP",1
"2013.4566","AP_1_01123100","AP",1
"2013.4596","AP_1_01123200","AP",1
"2013.4476","AP_1_01123300","AP",1
"2013.4866","AP_1_01123400","AP",1
"2013.5376","AP_1_01123500","AP",1
"2013.5606","AP_1_01123600","AP",1
"2013.5886","AP_1_01123700","AP",1
"2013.5466","AP_1_01123800","AP",1
"2013.5726","AP_1_01123900","AP",1
"2013.6446","AP_1_01124000","AP",1
"2013.6626","AP_1_01124100","AP",1
"2013.6456","AP_1_01124200","AP",1
"2013.5786","AP_1_01124300","AP",1
"2013.55110","AP_1_01124400","AP",1
"2013.4936","AP_1_01124500","AP",1
"2013.4926","AP_1_01124600","AP",1
"2013.4966","AP_1_01124700","AP",1
"2013.4486","AP_1_01124800","AP",1
"2013.4626","AP_1_01124900","AP",1
"2013.5066","AP_1_01125000","AP",1
"2013.20916","AP_1_01125200","AP",1
"2013.21916","AP_1_01125300","AP",1
"2013.22016","AP_1_01125400","AP",1
"2013.23016","AP_1_01125500","AP",1
"2013.23116","AP_1_01125600","AP",1
"2013.23616","AP_1_01125700","AP",1
"2013.25116","AP_1_01125800","AP",1
"2013.25316","AP_1_01125900","AP",1
"2013.26616","AP_1_01126000","AP",1
"2013.24516","AP_1_01126100","AP",1
"2013.25416","AP_1_01126200","AP",1
"2013.23416","AP_1_01126300","AP",1
"2013.26116","AP_1_01126400","AP",1
"2013.28515","AP_1_01126500","AP",1
"2013.28016","AP_1_01126600","AP",1
"2013.27916","AP_1_01126700","AP",1
"2013.27216","AP_1_01126800","AP",1
"2013.26416","AP_1_01126900","AP",1
"2013.27316","AP_1_01127000","AP",1
"2013.28715","AP_1_01127100","AP",1
"2013.28615","AP_1_01127200","AP",1
"2013.29515","AP_1_01127300","AP",1
"2013.29215","AP_1_01127400","AP",1
"2013.29915","AP_1_01127500","AP",1
"2013.23316","AP_1_01127600","AP",1
"2013.24016","AP_1_01127700","AP",1
"2013.24316","AP_1_01127800","AP",1
"2013.23716","AP_1_01127900","AP",1
"2013.24816","AP_1_01128000","AP",1
"2013.25916","AP_1_01128100","AP",1
"2013.27616","AP_1_01128200","AP",1
"2013.32315","AP_1_01128300","AP",1
"2013.31215","AP_1_01128400","AP",1
"2013.31915","AP_1_01128500","AP",1
"2013.3456","AP_1_01128600","AP",1
"2013.3356","AP_1_01128700","AP",1
"2013.3466","AP_1_01128800","AP",1
"2013.3686","AP_1_01128900","AP",1
"2013.3856","AP_1_01129000","AP",1
"2013.4346","AP_1_01129100","AP",1
"2013.4086","AP_1_01129200","AP",1
"2013.4396","AP_1_01129300","AP",1
"2013.3996","AP_1_01129400","AP",1
"2013.3736","AP_1_01129500","AP",1
"2013.38110","AP_1_01129600","AP",1
"2013.3576","AP_1_01129700","AP",1
"2013.3476","AP_1_01129800","AP",1
"2013.40110","AP_1_01129900","AP",1
"2013.3676","AP_1_01130000","AP",1
"2013.3866","AP_1_01130100","AP",1
"2013.4156","AP_1_01130200","AP",1
"2013.4366","AP_1_01130300","AP",1
"2013.4046","AP_1_01130400","AP",1
"2013.5020","AP_1_01130500","AP",1
"2013.10126","AP_1_01130600","AP",1
"2013.9620","AP_1_01130700","AP",1
"2013.12620","AP_1_01130800","AP",1
"2013.13118","AP_1_01130900","AP",1
"2013.15318","AP_1_01131000","AP",1
"2013.13218","AP_1_01131100","AP",1
"2013.12719","AP_1_01131200","AP",1
"2013.12919","AP_1_01131300","AP",1
"2013.12020","AP_1_01131400","AP",1
"2013.13518","AP_1_01131500","AP",1
"2013.14918","AP_1_01131600","AP",1
"2013.17116","AP_1_01131800","AP",1
"2013.17816","AP_1_01131900","AP",1
"2013.17017","AP_1_01132000","AP",1
"2013.17316","AP_1_01132100","AP",1
"2013.20016","AP_1_01132200","AP",1
"2013.19316","AP_1_01132300","AP",1
"2013.19116","AP_1_01132400","AP",1
"2013.18416","AP_1_01132500","AP",1
"2013.19516","AP_1_01132600","AP",1
"2013.17416","AP_1_01132700","AP",1
"2013.18616","AP_1_01132800","AP",1
"2013.18216","AP_1_01132900","AP",1
"2013.18316","AP_1_01133000","AP",1
"2013.18016","AP_1_01133100","AP",1
"2013.14618","AP_1_01133200","AP",1
"2013.14518","AP_1_01133300","AP",1
"2013.14818","AP_1_01133400","AP",1
"2013.14218","AP_1_01133500","AP",1
"2013.14418","AP_1_01133600","AP",1
"2013.15018","AP_1_01133700","AP",1
"2013.15518","AP_1_01133800","AP",1
"2013.15418","AP_1_01133900","AP",1
"2013.16417","AP_1_01134000","AP",1
"2013.16317","AP_1_01134100","AP",1
"2013.17616","AP_1_01134200","AP",1
"2013.16517","AP_1_01134300","AP",1
"2013.15118","AP_1_01134400","AP",1
"2013.15917","AP_1_01134500","AP",1
"2013.15617","AP_1_01134600","AP",1
"2013.16817","AP_1_01134700","AP",1
"2013.16217","AP_1_01134800","AP",1
"2013.19016","AP_1_01134900","AP",1
"2013.18816","AP_1_01135000","AP",1
"2013.18516","AP_1_01135100","AP",1
"2013.17716","AP_1_01135200","AP",1
"2013.19216","AP_1_01135300","AP",1
"2013.20116","AP_1_01135400","AP",1
"2013.19916","AP_1_01135500","AP",1
"2013.19416","AP_1_01135600","AP",1
"2013.18916","AP_1_01135700","AP",1
"2013.20316","AP_1_01135800","AP",1
"2013.20816","AP_1_01135900","AP",1
"2013.21616","AP_1_01136000","AP",1
"2013.21116","AP_1_01136100","AP",1
"2013.23216","AP_1_01136200","AP",1
"2013.21716","AP_1_01136300","AP",1
"2013.20216","AP_1_01136400","AP",1
"2013.20616","AP_1_01136500","AP",1
"2013.21516","AP_1_01136600","AP",1
"2013.20716","AP_1_01136700","AP",1
"2013.20516","AP_1_01136800","AP",1
"2013.17916","AP_1_01136900","AP",1
"2013.16917","AP_1_01137000","AP",1
"2013.19816","AP_1_01137100","AP",1
"2013.20416","AP_1_01137200","AP",1
"2013.22516","AP_1_01137300","AP",1
"2013.22316","AP_1_01137400","AP",1
"2013.21316","AP_1_01137500","AP",1
"2013.21216","AP_1_01137600","AP",1
"2013.21416","AP_1_01137700","AP",1
"2013.22216","AP_1_01137800","AP",1
"2013.21016","AP_1_01137900","AP",1
"2013.22716","AP_1_01138000","AP",1
"2013.22916","AP_1_01138100","AP",1
"2013.25616","AP_1_01138200","AP",1
"2013.22416","AP_1_01138300","AP",1
"2013.22816","AP_1_01138400","AP",1
"2013.24716","AP_1_01138500","AP",1
"2013.25516","AP_1_01138600","AP",1
"2013.25016","AP_1_01138700","AP",1
"2013.3920","AP_1_01138800","AP",1
"2013.3420","AP_1_01138900","AP",1
"2013.3320","AP_1_01139000","AP",1
"2013.24106","AP_1_01139100","AP",1
"2013.3620","AP_1_01139200","AP",1
"2013.4020","AP_1_01139300","AP",1
"2013.4320","AP_1_01139400","AP",1
"2013.4520","AP_1_01139500","AP",1
"2013.4620","AP_1_01139600","AP",1
"2013.4820","AP_1_01139700","AP",1
"2013.4420","AP_1_01139800","AP",1
"2013.4126","AP_1_01139900","AP",1
"2013.3820","AP_1_01140300","AP",1
"2013.5126","AP_1_01140400","AP",1
"2013.5320","AP_1_01140500","AP",1
"2013.4920","AP_1_01140600","AP",1
"2013.5220","AP_1_01140700","AP",1
"2013.5820","AP_1_01140800","AP",1
"2013.6020","AP_1_01140900","AP",1
"2013.6220","AP_1_01141000","AP",1
"2013.6420","AP_1_01141100","AP",1
"2013.5720","AP_1_01141200","AP",1
"2013.5620","AP_1_01141300","AP",1
"2013.5920","AP_1_01141400","AP",1
"2013.6520","AP_1_01141500","AP",1
"2013.6920","AP_1_01141600","AP",1
"2013.7020","AP_1_01141700","AP",1
"2013.7126","AP_1_01141800","AP",1
"2013.7420","AP_1_01141900","AP",1
"2013.6820","AP_1_01142000","AP",1
"2013.7320","AP_1_01142100","AP",1
"2013.7720","AP_1_01142200","AP",1
"2013.7620","AP_1_01142300","AP",1
"2013.11126","AP_1_01142400","AP",1
"2013.10520","AP_1_01142500","AP",1
"2013.11420","AP_1_01142600","AP",1
"2013.10420","AP_1_01142700","AP",1
"2013.9320","AP_1_01142800","AP",1
"2013.10220","AP_1_01142900","AP",1
"2013.9420","AP_1_01143000","AP",1
"2013.8920","AP_1_01143100","AP",1
"2013.8820","AP_1_01143200","AP",1
"2013.8320","AP_1_01143300","AP",1
"2013.7920","AP_1_01143400","AP",1
"2013.7820","AP_1_01143500","AP",1
"2013.8620","AP_1_01143600","AP",1
"2013.8020","AP_1_01143700","AP",1
"2013.7520","AP_1_01143800","AP",1
"2013.8720","AP_1_01143900","AP",1
"2013.9126","AP_1_01144000","AP",1
"2013.9020","AP_1_01144100","AP",1
"2013.9520","AP_1_01144200","AP",1
"2013.11026","AP_1_01144300","AP",1
"2013.11320","AP_1_01144400","AP",1
"2013.10320","AP_1_01144500","AP",1
"2013.11020","AP_1_01144800","AP",1
"2013.21006","AP_1_01144900","AP",1
"2013.3299","AP_1_01145000","AP",1
"2013.4120","AP_1_01145100","AP",1
"2013.5120","AP_1_01145200","AP",1
"2013.7120","AP_1_01145300","AP",1
"2013.8120","AP_1_01145400","AP",1
"2013.6120","AP_1_01145500","AP",1
"2013.14108","AP_1_01145700","AP",1
"2013.15108","AP_1_01145800","AP",1
"2013.17106","AP_1_01145900","AP",1
"2013.10120","AP_1_01146000","AP",1
"2013.9120","AP_1_01146100","AP",1
"2013.12120","AP_1_01146200","AP",1
"2013.20106","AP_1_01146300","AP",1
"2013.16107","AP_1_01146400","AP",1
"2013.21106","AP_1_01146500","AP",1
"2013.18106","AP_1_01146600","AP",1
"2013.11120","AP_1_01146700","AP",1
"2013.13108","AP_1_01146800","AP",1
"2013.19106","AP_1_01146900","AP",1
"2013.31105","AP_1_01147000","AP",1
"2013.32100","AP_1_01147100","AP",1
"2013.9720","AP_1_01147200","AP",1
"2013.9220","AP_1_01147300","AP",1
"2013.8520","AP_1_01147400","AP",1
"2013.8126","AP_1_01147500","AP",1
"2013.6620","AP_1_01147600","AP",1
"2013.5520","AP_1_01147700","AP",1
"2013.4720","AP_1_01147800","AP",1
"2013.3720","AP_1_01147900","AP",1
"2013.29105","AP_1_01148000","AP",1
"2013.28106","AP_1_01148200","AP",1
"2013.25106","AP_1_01148300","AP",1
"2013.27106","AP_1_01148400","AP",1
"2013.30105","AP_1_01148500","AP",1
"2013.23106","AP_1_01148600","AP",1
"2013.26106","AP_1_01148700","AP",1
"2013.22106","AP_1_01148800","AP",1
"2013.3520","AP_1_01148900","AP",1
"2013.4220","AP_1_01149000","AP",1
"2013.6720","AP_1_01149100","AP",1
"2013.10620","AP_1_01149200","AP",1
"2013.10820","AP_1_01149300","AP",1
"2013.12420","AP_1_01149400","AP",1
"2013.13418","AP_1_01149500","AP",1
"2013.12320","AP_1_01149600","AP",1
"2013.12126","AP_1_01149700","AP",1
"2013.12520","AP_1_01149800","AP",1
"2013.11920","AP_1_01149900","AP",1
"2013.12220","AP_1_01150000","AP",1
"2013.11620","AP_1_01150100","AP",1
"2013.11720","AP_1_01150200","AP",1
"2013.11820","AP_1_01150300","AP",1
"2013.10920","AP_1_01150400","AP",1
"2013.13318","AP_1_01150500","AP",1
"2013.13618","AP_1_01150600","AP",1
"2013.14118","AP_1_01150700","AP",1
"2013.13718","AP_1_01150800","AP",1
"2013.13918","AP_1_01150900","AP",1
"2013.13818","AP_1_01151000","AP",1
"2013.14018","AP_1_01151100","AP",1
"2013.14318","AP_1_01151200","AP",1
"2013.16017","AP_1_01151300","AP",1
"2013.16617","AP_1_01151400","AP",1
"2013.17516","AP_1_01151500","AP",1
"2013.15717","AP_1_01151600","AP",1
"2013.15817","AP_1_01151700","AP",1
"2013.15218","AP_1_01151800","AP",1
"2013.16117","AP_1_01151900","AP",1
"2013.17216","AP_1_01152000","AP",1
"2013.18116","AP_1_01152100","AP",1
"2013.16717","AP_1_01152200","AP",1
"2013.18716","AP_1_01152300","AP",1
"2013.19716","AP_1_01152400","AP",1
"2013.4136","AP_1_01152500","AP",1
"2013.4256","AP_1_01152600","AP",1
"2013.4456","AP_1_01152700","AP",1
"2013.4826","AP_1_01152800","AP",1
"2013.4356","AP_1_01152900","AP",1
"2013.4296","AP_1_01153000","AP",1
"2013.4636","AP_1_01153100","AP",1
"2013.4776","AP_1_01153200","AP",1
"2013.3886","AP_1_01153300","AP",1
"2013.3936","AP_1_01153400","AP",1
"2013.3556","AP_1_01153500","AP",1
"2013.3696","AP_1_01153600","AP",1
"2013.34110","AP_1_01153700","AP",1
"2013.32115","AP_1_01153800","AP",1
"2013.30315","AP_1_01153900","AP",1
"2013.30115","AP_1_01154000","AP",1
"2013.26816","AP_1_01154100","AP",1
"2013.32615","AP_1_01154200","AP",1
"2013.3486","AP_1_01154300","AP",1
"2013.3806","AP_1_01154400","AP",1
"2013.31415","AP_1_01154500","AP",1
"2013.3966","AP_1_01154600","AP",1
"2013.3986","AP_1_01154700","AP",1
"2013.43110","AP_1_01154800","AP",1
"2013.4766","AP_1_01154900","AP",1
"2013.5026","AP_1_01155000","AP",1
"2013.5196","AP_1_01155100","AP",1
"2013.5266","AP_1_01155200","AP",1
"2013.5426","AP_1_01155300","AP",1
"2013.5576","AP_1_01155400","AP",1
"2013.5206","AP_1_01155500","AP",1
"2013.6276","AP_1_01155600","AP",1
"2013.58110","AP_1_01155700","AP",1
"2013.5776","AP_1_01155800","AP",1
"2013.5736","AP_1_01155900","AP",1
"2013.5926","AP_1_01156000","AP",1
"2013.6166","AP_1_01156100","AP",1
"2013.6226","AP_1_01156200","AP",1
"2013.6746","AP_1_01156300","AP",1
"2013.6756","AP_1_01156400","AP",1
"2013.6786","AP_1_01156500","AP",1
"2013.6566","AP_1_01156600","AP",1
"2013.6546","AP_1_01156700","AP",1
"2013.7066","AP_1_01156800","AP",1
"2013.7086","AP_1_01156900","AP",1
"2013.7206","AP_1_01157000","AP",1
"2013.81010","AP_1_01157100","AP",1
"2013.8376","AP_1_01157200","AP",1
"2013.8876","AP_1_01157300","AP",1
"2013.8496","AP_1_01157400","AP",1
"2013.8606","AP_1_01157500","AP",1
"2013.8206","AP_1_01157600","AP",1
"2013.80110","AP_1_01157700","AP",1
"2013.8076","AP_1_01157800","AP",1
"2013.8006","AP_1_01157900","AP",1
"2013.7866","AP_1_01158000","AP",1
"2013.6906","AP_1_01158100","AP",1
"2013.5536","AP_1_01158200","AP",1
"2013.6006","AP_1_01158300","AP",1
"2013.3976","AP_1_01158400","AP",1
"2013.4096","AP_1_01158500","AP",1
"2013.4056","AP_1_01158600","AP",1
"2013.4206","AP_1_01158700","AP",1
"2013.4276","AP_1_01158800","AP",1
"2013.4306","AP_1_01158900","AP",1
"2013.4386","AP_1_01159000","AP",1
"2013.44110","AP_1_01159100","AP",1
"2013.4526","AP_1_01159200","AP",1
"2013.4406","AP_1_01159300","AP",1
"2013.4446","AP_1_01159400","AP",1
"2013.4506","AP_1_01159500","AP",1
"2013.45110","AP_1_01159600","AP",1
"2013.4606","AP_1_01159700","AP",1
"2013.4576","AP_1_01159800","AP",1
"2013.4536","AP_1_01159900","AP",1
"2013.4686","AP_1_01160000","AP",1
"2013.5006","AP_1_01160100","AP",1
"2013.4856","AP_1_01160200","AP",1
"2013.49110","AP_1_01160300","AP",1
"2013.50110","AP_1_01160400","AP",1
"2013.48110","AP_1_01160500","AP",1
"2013.4706","AP_1_01160600","AP",1
"2013.4736","AP_1_01160700","AP",1
"2013.4746","AP_1_01160800","AP",1
"2013.4496","AP_1_01160900","AP",1
"2013.4726","AP_1_01161000","AP",1
"2013.4666","AP_1_01161100","AP",1
"2013.4326","AP_1_01161200","AP",1
"2013.4376","AP_1_01161300","AP",1
"2013.4786","AP_1_01161400","AP",1
"2013.4986","AP_1_01161500","AP",1
"2013.4946","AP_1_01161600","AP",1
"2013.4756","AP_1_01161700","AP",1
"2013.5296","AP_1_01161800","AP",1
"2013.5086","AP_1_01161900","AP",1
"2013.5046","AP_1_01162000","AP",1
"2013.5076","AP_1_01162100","AP",1
"2013.5276","AP_1_01162200","AP",1
"2013.5056","AP_1_01162300","AP",1
"2013.5386","AP_1_01162400","AP",1
"2013.5306","AP_1_01162500","AP",1
"2013.52110","AP_1_01162600","AP",1
"2013.53110","AP_1_01162700","AP",1
"2013.5166","AP_1_01162800","AP",1
"2013.5127","AP_1_01162900","AP",1
"2013.4806","AP_1_01163000","AP",1
"2013.5406","AP_1_01163100","AP",1
"2013.5446","AP_1_01163200","AP",1
"2013.5436","AP_1_01163300","AP",1
"2013.5476","AP_1_01163400","AP",1
"2013.5676","AP_1_01163500","AP",1
"2013.5546","AP_1_01163600","AP",1
"2013.5566","AP_1_01163700","AP",1
"2013.5596","AP_1_01163800","AP",1
"2013.5326","AP_1_01163900","AP",1
"2013.5396","AP_1_01164000","AP",1
"2013.5356","AP_1_01164100","AP",1
"2013.54110","AP_1_01164200","AP",1
"2013.5686","AP_1_01164300","AP",1
"2013.5766","AP_1_01164400","AP",1
"2013.5656","AP_1_01164500","AP",1
"2013.56110","AP_1_01164600","AP",1
"2013.5826","AP_1_01164700","AP",1
"2013.5706","AP_1_01164800","AP",1
"2013.5626","AP_1_01164900","AP",1
"2013.5896","AP_1_01165000","AP",1
"2013.5846","AP_1_01165100","AP",1
"2013.60110","AP_1_01165200","AP",1
"2013.5556","AP_1_01165300","AP",1
"2013.5756","AP_1_01165400","AP",1
"2013.5666","AP_1_01165500","AP",1
"2013.5796","AP_1_01165600","AP",1
"2013.5966","AP_1_01165700","AP",1
"2013.6246","AP_1_01165800","AP",1
"2013.6156","AP_1_01165900","AP",1
"2013.5996","AP_1_01166000","AP",1
"2013.61110","AP_1_01166100","AP",1
"2013.6026","AP_1_01166200","AP",1
"2013.6076","AP_1_01166300","AP",1
"2013.6096","AP_1_01166400","AP",1
"2013.5986","AP_1_01166500","AP",1
"2013.6056","AP_1_01166600","AP",1
"2013.6046","AP_1_01166700","AP",1
"2013.6036","AP_1_01166800","AP",1
"2013.6186","AP_1_01166900","AP",1
"2013.6466","AP_1_01167000","AP",1
"2013.6206","AP_1_01167100","AP",1
"2013.6696","AP_1_01167200","AP",1
"2013.68110","AP_1_01167300","AP",1
"2013.66110","AP_1_01167400","AP",1
"2013.6196","AP_1_01167500","AP",1
"2013.6426","AP_1_01167600","AP",1
"2013.6676","AP_1_01167700","AP",1
"2013.6486","AP_1_01167800","AP",1
"2013.6766","AP_1_01167900","AP",1
"2013.6876","AP_1_01168000","AP",1
"2013.6976","AP_1_01168100","AP",1
"2013.7296","AP_1_01168200","AP",1
"2013.7006","AP_1_01168300","AP",1
"2013.7026","AP_1_01168400","AP",1
"2013.6956","AP_1_01168500","AP",1
"2013.7046","AP_1_01168600","AP",1
"2013.6926","AP_1_01168700","AP",1
"2013.7466","AP_1_01168800","AP",1
"2013.7656","AP_1_01168900","AP",1
"2013.7646","AP_1_01169000","AP",1
"2013.7486","AP_1_01169100","AP",1
"2013.7226","AP_1_01169200","AP",1
"2013.7456","AP_1_01169300","AP",1
"2013.7376","AP_1_01169400","AP",1
"2013.7606","AP_1_01169500","AP",1
"2013.3896","AP_1_01169600","AP",1
"2013.4176","AP_1_01169700","AP",1
"2013.4426","AP_1_01169800","AP",1
"2013.46110","AP_1_01169900","AP",1
"2013.5136","AP_1_01170000","AP",1
"2013.5496","AP_1_01170100","AP",1
"2013.5246","AP_1_01170200","AP",1
"2013.4996","AP_1_01170300","AP",1
"2013.4836","AP_1_01170400","AP",1
