"UniqueID","Other","DryAqua","Aqua","DryAqua_area_m2","Aqua_area_m2"
"OD_5_02803800",1247,119,359,107100,323100
"OD_5_02891200",2571,426,1,383400,900
"OD_5_02891100",707,379,2,341100,1800
"OD_5_02891000",133,98,0,88200,0
"OD_5_02892600",1590,205,45,184500,40500
"OD_5_02892200",1644,251,2,225900,1800
"OD_5_02892700",2290,200,1,180000,900
"OD_5_02893800",2225,889,0,800100,0
"OD_5_02892400",241,68,5,61200,4500
"OD_5_02892300",308,46,0,41400,0
"OD_5_02892800",1205,0,0,0,0
"OD_5_02893000",2353,51,0,45900,0
"OD_5_02894200",1290,652,0,586800,0
"OD_5_02894100",479,249,0,224100,0
"OD_5_02878600",1158,38,0,34200,0
"OD_5_02893300",542,184,0,165600,0
"OD_5_02893500",506,42,0,37800,0
"OD_5_02893200",1129,5,0,4500,0
"OD_5_02893400",523,238,0,214200,0
"OD_5_02893700",2276,575,9,517500,8100
"OD_5_02878500",451,23,0,20700,0
"OD_5_02894000",692,97,2,87300,1800
"OD_5_02893900",1254,293,0,263700,0
"OD_5_02897000",1432,33,0,29700,0
"OD_5_02877900",4975,216,0,194400,0
"OD_5_02897100",726,8,0,7200,0
"OD_5_02893600",220,213,0,191700,0
"OD_5_02878400",216,11,0,9900,0
"OD_5_02896600",480,547,0,492300,0
"OD_5_02878100",2186,191,0,171900,0
"OD_5_02878000",367,124,0,111600,0
"OD_5_02878900",1115,177,7,159300,6300
"OD_5_02896900",2577,26,0,23400,0
"OD_5_02878200",1998,23,1,20700,900
"OD_5_02897300",1396,352,22,316800,19800
"OD_5_02895000",794,93,0,83700,0
"OD_5_02896000",586,222,0,199800,0
"OD_5_02897200",887,18,3,16200,2700
"OD_5_02897400",1075,275,0,247500,0
"OD_5_02878700",107,79,0,71100,0
"OD_5_02896700",430,307,0,276300,0
"OD_5_02878300",225,10,0,9000,0
"OD_5_02896100",476,106,0,95400,0
"OD_5_02895800",475,105,0,94500,0
"OD_5_02895700",1680,136,3,122400,2700
"OD_5_02895900",146,252,0,226800,0
"OD_5_02896500",511,21,42,18900,37800
"OD_5_02880200",3625,104,5,93600,4500
"OD_5_02896800",129,159,0,143100,0
"OD_5_02897600",610,60,2,54000,1800
"OD_5_02878800",188,182,0,163800,0
"OD_5_02895600",308,58,0,52200,0
"OD_5_02896200",249,158,0,142200,0
"OD_5_02880400",5695,165,0,148500,0
"OD_5_02897500",2156,2265,7,2038500,6300
"OD_5_02897700",580,103,0,92700,0
"OD_5_02880100",1319,0,0,0,0
"OD_5_02879100",150,310,0,279000,0
"OD_5_02898100",1478,279,0,251100,0
"OD_5_41801000",5995,1845,34,1660500,30600
"OD_5_02896400",866,65,2,58500,1800
"OD_5_02879800",388,0,8,0,7200
"OD_5_02879700",698,153,6,137700,5400
"OD_5_02879000",670,752,0,676800,0
"OD_5_02880300",5564,338,4,304200,3600
"OD_5_02795500",3337,263,0,236700,0
"OD_5_02896300",286,33,5,29700,4500
"OD_5_02897800",219,45,0,40500,0
"OD_5_02880000",500,0,3,0,2700
"OD_5_02879200",904,1121,0,1008900,0
"OD_5_02898000",858,542,1,487800,900
"OD_5_02879900",262,274,10,246600,9000
"OD_5_02897900",389,333,7,299700,6300
"OD_5_02796200",1982,207,5,186300,4500
"OD_5_02879600",2079,361,0,324900,0
"OD_5_02881100",649,582,2,523800,1800
"OD_5_02898200",716,60,0,54000,0
"OD_5_02881400",1113,443,0,398700,0
"OD_5_02881200",2125,285,2,256500,1800
"OD_5_02911400",3566,298,0,268200,0
"OD_5_02881000",273,38,8,34200,7200
"OD_5_02809500",1058,7,0,6300,0
"OD_5_02912200",878,103,0,92700,0
"OD_5_02898500",435,246,0,221400,0
"OD_5_02898600",1141,225,1,202500,900
"OD_5_02900100",302,107,0,96300,0
"OD_5_02880900",600,922,6,829800,5400
"OD_5_02912300",789,79,0,71100,0
"OD_5_02900000",313,109,15,98100,13500
"OD_5_02879300",283,210,0,189000,0
"OD_5_02912500",531,550,0,495000,0
"OD_5_02913300",705,555,0,499500,0
"OD_5_02881500",2668,241,0,216900,0
"OD_5_02898400",1222,134,0,120600,0
"OD_5_02913200",403,385,0,346500,0
"OD_5_02879500",1611,388,5,349200,4500
"OD_5_02912400",402,267,0,240300,0
"OD_5_02912900",575,100,0,90000,0
"OD_5_02879400",108,4,0,3600,0
"OD_5_02913600",1410,221,0,198900,0
"OD_5_02880500",866,0,0,0,0
"OD_5_02912800",143,52,0,46800,0
"OD_5_02898300",166,5,0,4500,0
"OD_5_02898800",995,399,8,359100,7200
"OD_5_02898200",481,115,19,103500,17100
"OD_5_02913700",600,24,0,21600,0
"OD_5_02898700",200,132,0,118800,0
"OD_5_02900200",1013,83,0,74700,0
"OD_5_02911800",588,191,2,171900,1800
"OD_5_02913100",851,223,0,200700,0
"OD_5_02913900",2188,253,0,227700,0
"OD_5_02899900",625,348,1,313200,900
"OD_5_02911900",1180,182,1,163800,900
"OD_5_02912700",748,193,0,173700,0
"OD_5_02898200",1056,23,6,20700,5400
"OD_5_02880700",1159,126,19,113400,17100
"OD_5_02914100",3037,463,14,416700,12600
"OD_5_02899300",611,127,0,114300,0
"OD_5_02911700",1435,493,0,443700,0
"OD_5_02899200",421,6,3,5400,2700
"OD_5_02880800",1182,262,0,235800,0
"OD_5_02880600",536,11,7,9900,6300
"OD_5_02881900",557,75,0,67500,0
"OD_5_02899000",1087,373,1,335700,900
"OD_5_02911500",1270,75,0,67500,0
"OD_5_02978700",2074,0,0,0,0
"OD_5_02913800",745,26,0,23400,0
"OD_5_02809700",502,3,5,2700,4500
"OD_5_02899100",455,102,0,91800,0
"OD_5_02899700",1464,503,80,452700,72000
"OD_5_02912100",1076,208,0,187200,0
"OD_5_02913000",413,262,0,235800,0
"OD_5_02898900",566,47,0,42300,0
"OD_5_02912600",245,151,0,135900,0
"OD_5_02914500",1538,148,2,133200,1800
"OD_5_02914300",284,37,1,33300,900
"OD_5_02899500",184,85,0,76500,0
"OD_5_02809600",84,0,3,0,2700
"OD_5_02914700",2005,177,0,159300,0
"OD_5_02914400",552,256,2,230400,1800
"OD_5_02914600",442,0,0,0,0
"OD_5_02914800",92,37,0,33300,0
"OD_5_02881300",948,46,0,41400,0
"OD_5_02881800",743,270,0,243000,0
"OD_5_02881700",896,218,0,196200,0
"OD_5_02899600",422,141,0,126900,0
"OD_5_02912000",391,386,0,347400,0
"OD_5_02914000",151,75,0,67500,0
"OD_5_02899400",1452,439,5,395100,4500
"OD_5_02913500",145,24,0,21600,0
"OD_5_02917300",729,455,0,409500,0
"OD_5_02914900",95,40,0,36000,0
"OD_5_02918000",1078,219,0,197100,0
"OD_5_02914200",364,14,0,12600,0
"OD_5_02881600",1466,290,0,261000,0
"OD_5_02900800",2552,934,3,840600,2700
"OD_5_02900300",2070,451,24,405900,21600
"OD_5_02915000",601,107,0,96300,0
"OD_5_02882000",948,86,0,77400,0
"OD_5_02901500",1092,309,1,278100,900
"OD_5_02918200",339,241,0,216900,0
"OD_5_02911600",872,23,4,20700,3600
"OD_5_02899800",437,131,1,117900,900
"OD_5_02913400",58,12,0,10800,0
"OD_5_02916800",4269,605,4,544500,3600
"OD_5_02883600",6612,570,155,513000,139500
"OD_5_02917000",2291,247,0,222300,0
"OD_5_02883700",1437,111,3,99900,2700
"OD_5_02918300",363,331,0,297900,0
"OD_5_02917100",812,23,0,20700,0
"OD_5_02918500",433,111,0,99900,0
"OD_5_02916200",598,42,0,37800,0
"OD_5_02917400",363,33,0,29700,0
"OD_5_02883400",1614,151,0,135900,0
"OD_5_02915100",79,43,0,38700,0
"OD_5_02915400",321,67,3,60300,2700
"OD_5_02916600",930,225,0,202500,0
"OD_5_02918600",164,28,0,25200,0
"OD_5_02918700",305,78,0,70200,0
"OD_5_02901400",81,154,0,138600,0
"OD_5_02882100",255,125,0,112500,0
"OD_5_02882700",1100,8,0,7200,0
"OD_5_02883000",1820,601,4,540900,3600
"OD_5_02916900",78,38,0,34200,0
"OD_5_02882200",1970,838,3,754200,2700
"OD_5_02918400",584,396,0,356400,0
"OD_5_02901600",615,172,0,154800,0
"OD_5_02917500",446,58,0,52200,0
"OD_5_02915300",350,10,0,9000,0
"OD_5_02915500",244,9,0,8100,0
"OD_5_02978800",13276,433,15,389700,13500
"OD_5_02918100",287,86,1,77400,900
"OD_5_02916500",1059,396,4,356400,3600
"OD_5_02917200",1310,312,0,280800,0
"OD_5_02917900",288,109,0,98100,0
"OD_5_02917700",250,194,0,174600,0
"OD_5_02918800",379,427,0,384300,0
"OD_5_02919900",1425,532,1,478800,900
"OD_5_02916700",245,525,0,472500,0
"OD_5_02901300",571,200,0,180000,0
"OD_5_02916100",1412,95,1,85500,900
"OD_5_02900400",623,682,1,613800,900
"OD_5_02901100",440,46,0,41400,0
"OD_5_02917600",346,211,0,189900,0
"OD_5_02882800",646,0,0,0,0
"OD_5_02917800",314,247,0,222300,0
"OD_5_02918900",296,200,0,180000,0
"OD_5_02882600",613,19,1,17100,900
"OD_5_02901200",304,240,0,216000,0
"OD_5_02903100",1752,666,6,599400,5400
"OD_5_02901000",277,24,0,21600,0
"OD_5_02882500",1158,210,0,189000,0
