"state_code","district_code","UniqueID","total_area_ha","agriculture_area_ha","urban_area_ha","agriculture_percent","urban_percent"
"OD",1,"OD_1_01164100",3.12523070189314e-08,6.21714134398298e-09,NA,19.8933836795373,NA
"OD",1,"OD_1_01163200",4.55227925797335e-08,6.21714134398298e-09,NA,13.6572055264264,NA
"OD",1,"OD_1_01163700",5.48067711648773e-08,6.21714134398298e-09,NA,11.3437467886581,NA
"OD",1,"OD_1_01163100",2.95241779278604e-09,6.21714134398298e-09,NA,210.57796627476,NA
"OD",1,"OD_1_01164200",1.92455946703652e-08,6.21714134398298e-09,NA,32.3042309186542,NA
"OD",1,"OD_1_01163600",7.18363805556931e-08,6.21714134398298e-09,NA,8.65458601322902,NA
"OD",1,"OD_1_01163500",1.06713710109251e-07,6.21714134398298e-09,NA,5.82600055570934,NA
"OD",1,"OD_1_01163900",1.46358204502439e-08,6.21714134398298e-09,NA,42.4789397022111,NA
"OD",1,"OD_1_01163800",9.43163390220302e-09,6.21714134398298e-09,NA,65.917967220195,NA
"OD",1,"OD_1_01164000",5.40825798020237e-09,6.21714134398298e-09,NA,114.956449317722,NA
"OD",1,"OD_1_01164400",2.08740380812219e-08,6.21714134398298e-09,NA,29.7840854739834,NA
"OD",1,"OD_1_01164700",3.14948346401245e-08,6.21714134398298e-09,NA,19.740193638173,NA
"OD",1,"OD_1_01165600",1.36690488652865e-07,6.21714134398298e-09,NA,4.54833500505791,NA
"OD",1,"OD_1_01164500",4.563842359296e-08,6.21714134398298e-09,NA,13.6226031806717,NA
"OD",1,"OD_1_01163400",1.96586015732428e-08,6.21714134398298e-09,NA,31.6255524118515,NA
"OD",1,"OD_1_01164600",1.98705687048954e-08,6.21714134398298e-09,NA,31.2881902693168,NA
"OD",1,"OD_1_00976800",1.91085510979723e-08,6.21714134398298e-09,NA,32.535911865357,NA
"OD",1,"OD_1_01165500",3.68999468627023e-08,6.21714134398298e-09,NA,16.8486457910516,NA
"OD",1,"OD_1_01164900",4.5837550794305e-09,6.21714134398298e-09,NA,135.634239531738,NA
"OD",1,"OD_1_00977100",1.78454485416402e-08,6.21714134398298e-09,NA,34.8388068222328,NA
"OD",1,"OD_1_01165300",1.19099289994718e-08,6.21714134398298e-09,NA,52.2013300352901,NA
"OD",1,"OD_1_01166800",6.16711905786361e-08,6.21714134398298e-09,NA,10.0811112703517,NA
"OD",1,"OD_1_01166900",1.69733321281934e-09,6.21714134398298e-09,NA,366.288793327509,NA
"OD",1,"OD_1_01165700",1.24495569726752e-07,6.21714134398298e-09,NA,4.99386553082059,NA
"OD",1,"OD_1_01165000",5.7228536009469e-09,6.21714134398298e-09,NA,108.63708522885,NA
"OD",1,"OD_1_01164800",4.66508115869592e-09,6.21714134398298e-09,NA,133.269735991494,NA
"OD",1,"OD_1_01165200",7.20503549319978e-09,6.21714134398298e-09,NA,86.2888371591065,NA
"OD",1,"OD_1_01165100",2.09505252903e-09,6.21714134398298e-09,NA,296.7534826853,NA
"OD",1,"OD_1_01166100",1.16815345798529e-08,6.21714134398298e-09,NA,53.2219572820992,NA
"OD",1,"OD_1_01166200",1.53692091639248e-08,6.21714134398298e-09,NA,40.4519274718188,NA
"OD",1,"OD_1_01165400",2.74141450822676e-09,6.21714134398298e-09,NA,226.785891930091,NA
"OD",1,"OD_1_00977300",1.79426862277508e-08,6.21714134398298e-09,NA,34.6500031548639,NA
"OD",1,"OD_1_01166700",8.85403150948113e-09,6.21714134398298e-09,NA,70.218197634891,NA
"OD",1,"OD_1_00977400",2.24194111517367e-08,6.21714134398298e-09,NA,27.7310643972975,NA
"OD",1,"OD_1_01166400",3.58219433676774e-09,6.21714134398298e-09,NA,173.556785576095,NA
"OD",1,"OD_1_01167400",3.51443027257534e-09,6.21714134398298e-09,NA,176.903249226428,NA
"OD",1,"OD_1_01166000",5.51476082722901e-09,6.21714134398298e-09,NA,112.736373140354,NA
"OD",1,"OD_1_01166500",2.40512218628749e-09,6.21714134398298e-09,NA,258.495862681292,NA
"OD",1,"OD_1_01167700",1.76153128543711e-08,6.21714134398298e-09,NA,35.2939592693083,NA
"OD",1,"OD_1_01166300",5.81858181101588e-09,6.21714134398298e-09,NA,106.849771059548,NA
"OD",1,"OD_1_01166600",3.27878159057193e-09,6.21714134398298e-09,NA,189.617428677172,NA
