"UniqueID","Other","DryAqua","Aqua","DryAqua_area_m2","Aqua_area_m2"
"OD_2_01454100",3221,209,4,188100,3600
"OD_2_01576000",986,519,24,467100,21600
"OD_2_00761300",2159,9,1,8100,900
"OD_2_01454200",443,153,0,137700,0
"OD_2_01576100",7165,1681,19,1512900,17100
"OD_2_01454600",454,77,0,69300,0
"OD_2_00762800",949,2,1,1800,900
"OD_2_00762900",339,82,2,73800,1800
"OD_2_01457100",5170,488,30,439200,27000
"OD_2_01455900",317,2,1,1800,900
"OD_2_01576200",3392,378,1,340200,900
"OD_2_01456700",222,267,0,240300,0
"OD_2_01456800",77,196,0,176400,0
"OD_2_01456000",747,341,0,306900,0
"OD_2_01456600",1279,92,0,82800,0
"OD_2_01576300",284,210,0,189000,0
"OD_2_01455800",379,102,0,91800,0
"OD_2_01456900",1378,89,4,80100,3600
"OD_2_01455700",1370,216,0,194400,0
"OD_2_01576700",1684,643,1,578700,900
"OD_2_01456400",1141,70,0,63000,0
"OD_2_01577000",2850,15,1,13500,900
"OD_2_01457700",738,4,6,3600,5400
"OD_2_01457800",669,91,0,81900,0
"OD_2_01576600",17,277,0,249300,0
"OD_2_01576500",151,975,0,877500,0
"OD_2_01457900",1147,439,1,395100,900
"OD_2_01457600",443,212,12,190800,10800
"OD_2_01455600",1215,68,1,61200,900
"OD_2_01456200",2109,81,10,72900,9000
"OD_2_01456300",945,0,1,0,900
"OD_2_01576900",507,0,1,0,900
"OD_2_01457400",436,225,1,202500,900
"OD_2_01577100",4356,1212,10,1090800,9000
"OD_2_01457000",1203,710,0,639000,0
"OD_2_01577200",201,167,0,150300,0
"OD_2_01458200",1077,462,0,415800,0
"OD_2_01458000",752,122,0,109800,0
"OD_2_01457500",430,6,1,5400,900
"OD_2_01459200",1628,25,7,22500,6300
"OD_2_01577400",285,425,0,382500,0
"OD_2_01457300",609,126,0,113400,0
"OD_2_01577300",607,466,4,419400,3600
"OD_2_01459100",773,2,5,1800,4500
"OD_2_01457200",579,261,0,234900,0
"OD_2_01459000",1577,408,0,367200,0
"OD_2_01462600",467,66,0,59400,0
"OD_2_01577800",1249,1125,0,1012500,0
"OD_2_01577500",222,148,0,133200,0
"OD_2_01458100",390,88,0,79200,0
"OD_2_01458300",846,246,0,221400,0
"OD_2_01577600",106,2,0,1800,0
"OD_2_01577700",345,10,1,9000,900
"OD_2_01458400",1562,318,0,286200,0
"OD_2_01458600",1046,177,0,159300,0
"OD_2_01458500",561,2,0,1800,0
"OD_2_01578000",2639,1153,13,1037700,11700
"OD_2_01459400",435,394,0,354600,0
"OD_2_01462200",891,45,0,40500,0
"OD_2_01459300",1107,602,2,541800,1800
"OD_2_01462700",473,74,0,66600,0
"OD_2_01459700",1761,15,1,13500,900
"OD_2_01577900",283,154,0,138600,0
"OD_2_40903000",22108,18351,81,16515900,72900
"OD_2_01462800",582,15,6,13500,5400
"OD_2_01579800",937,10,0,9000,0
"OD_2_01459900",273,277,1,249300,900
"OD_2_01462100",782,89,0,80100,0
"OD_2_01462900",1798,394,1,354600,900
"OD_2_01458900",931,73,0,65700,0
"OD_2_01579300",375,9,0,8100,0
"OD_2_01579400",1824,2,0,1800,0
"OD_2_01578100",5105,3219,56,2897100,50400
"OD_2_01458700",1494,370,0,333000,0
"OD_2_01466100",2079,143,2,128700,1800
"OD_2_01579200",724,410,0,369000,0
"OD_2_01465200",357,230,0,207000,0
"OD_2_01580500",3827,45,1,40500,900
"OD_2_01579700",606,60,0,54000,0
"OD_2_01473300",8187,106,1,95400,900
"OD_2_01459800",1096,83,0,74700,0
"OD_2_01465800",84,84,0,75600,0
"OD_2_01466000",747,103,1,92700,900
"OD_2_01578200",5748,6118,1336,5506200,1202400
"OD_2_01465300",733,190,0,171000,0
"OD_2_01464600",378,216,0,194400,0
"OD_2_01463000",1125,104,1,93600,900
"OD_2_01465900",235,35,0,31500,0
"OD_2_01458800",918,282,0,253800,0
"OD_2_01460100",705,690,0,621000,0
"OD_2_01579600",571,29,0,26100,0
"OD_2_01463100",1982,392,0,352800,0
"OD_2_01472800",6406,107,1,96300,900
"OD_2_01464300",404,76,0,68400,0
"OD_2_01466200",2051,41,0,36900,0
"OD_2_01465100",303,69,0,62100,0
"OD_2_01463200",762,121,0,108900,0
"OD_2_01465700",981,32,1,28800,900
"OD_2_01464700",669,174,4,156600,3600
"OD_2_01465000",317,182,0,163800,0
"OD_2_01465400",840,20,1,18000,900
"OD_2_01473100",1127,2,0,1800,0
"OD_2_01472400",1473,80,0,72000,0
"OD_2_01579500",1756,10,5,9000,4500
"OD_2_01449200",325,9,0,8100,0
"OD_2_01471900",415,1,0,900,0
"OD_2_01464200",459,64,0,57600,0
"OD_2_01460500",1112,68,0,61200,0
"OD_2_01581800",3351,77,2,69300,1800
"OD_2_01464500",86,716,0,644400,0
"OD_2_01472000",998,354,16,318600,14400
"OD_2_01460000",203,48,0,43200,0
"OD_2_01464400",169,633,0,569700,0
"OD_2_01471800",348,287,2,258300,1800
"OD_2_01460200",924,142,0,127800,0
"OD_2_01463300",120,126,0,113400,0
"OD_2_01460800",890,35,0,31500,0
"OD_2_01580600",311,7,0,6300,0
"OD_2_01465600",589,15,0,13500,0
"OD_2_01580900",659,25,0,22500,0
"OD_2_00739400",5911,377,6,339300,5400
"OD_2_01464800",477,117,0,105300,0
"OD_2_01460400",432,29,0,26100,0
"OD_2_01464900",513,50,0,45000,0
"OD_2_01465500",626,11,1,9900,900
"OD_2_01580700",722,10,0,9000,0
"OD_2_01474500",5201,24,1,21600,900
"OD_2_01473200",326,5,0,4500,0
"OD_2_01460300",573,273,0,245700,0
"OD_2_01463400",236,229,0,206100,0
"OD_2_01472500",1234,20,0,18000,0
"OD_2_01581000",786,0,3,0,2700
"OD_2_01581300",2072,97,0,87300,0
"OD_2_01464100",849,24,3,21600,2700
"OD_2_01475000",4792,1989,10,1790100,9000
"OD_2_01463800",572,104,0,93600,0
"OD_2_01581100",338,1,0,900,0
"OD_2_01460700",1573,171,1,153900,900
"OD_2_01464000",4781,1715,3,1543500,2700
"OD_2_01466600",3495,394,19,354600,17100
"OD_2_01581700",393,32,0,28800,0
"OD_2_01581600",631,44,0,39600,0
"OD_2_01466300",968,20,0,18000,0
"OD_2_01463900",1294,78,0,70200,0
"OD_2_01474200",4351,356,27,320400,24300
"OD_2_01580800",344,3,0,2700,0
