UniqueID,Surge_A26_,Surge_A29_,Surge_A37_,Surge_A38_,Surge_A39_,Surge_A50_,Surge_A33_,Surge_A41_,Surge_A48_,Surge_A34_,Surge_A44_,Surge_A43_,Surge_A55_,Surge_A47_,Surge_A12_,Surge_A46_,Duplicate
OD_1_01441500,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01437400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01440300,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01443200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01439800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01442000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01442600,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01438000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01441600,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01438100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01438500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01445100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01443000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01444000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01444900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01444600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01459500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01443300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01578900,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01578800,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01444400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01443500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01442200,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01441700,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01442900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01579000,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01578600,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01447800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01443900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01443100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01442700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01578700,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01444300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01459600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01441900,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01444200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01444700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01442300,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01578500,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01441800,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01579100,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01443800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01580100,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01443600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01450100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01578400,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01442500,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01445900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01447700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01448600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01447600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01445500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01448700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01447400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01580200,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01442400,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01446000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01580000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01444100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01443700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01579900,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01448800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01448100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01445600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01447500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01580300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01446600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01447900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01578300,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01442800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01446100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01580400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01448500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01446400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01448900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01448300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01446700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01446800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01446500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01446200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01472300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01448200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01472700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01473400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01447300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01448400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01447200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01448000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01449800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01449600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01472100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01446900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01449500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01472600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01472200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01449700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01449000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01446300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01447000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01449400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01472900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01447100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01449100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01449900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01451000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01450200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01451500,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01450900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01449300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01473600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01451300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01473500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01451400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01473000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01473900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01450300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01450800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01451600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01451200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01451800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01450500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01451100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01473700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01451700,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01450400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01450700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01451900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01452400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01452100,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01450600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01452300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01473800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01452600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01452500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01335900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01305400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01314100,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01404000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01405400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01407700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01390500,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01376500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01422500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01576400,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01445400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01444800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01445300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01444500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01445000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01445700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01445800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01453000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01452200,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01452700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01476300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01453300,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01452800,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01476200,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01452900,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01453200,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01476400,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01453100,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01476500,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01453600,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01453700,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01476600,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01453800,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01584500,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01454000,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01453900,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01476700,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_1_01476800,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01454100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01576000,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_00761300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01454200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01576100,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01454600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_00762800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_00762900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01457100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01455900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01576200,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01456700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01456800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01456000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01456600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01576300,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01455800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01456900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01455700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01576700,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01456400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01577000,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01457700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01457800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01576600,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01576500,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01457900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01457600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01455600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01456200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01456300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01576900,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01457400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01577100,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01457000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01577200,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01458200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01458000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01457500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01459200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01577400,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01457300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01577300,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01459100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01457200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01459000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01462600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01577800,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01577500,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01458100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01458300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01577600,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01577700,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01458400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01458600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01458500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01578000,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01459400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01462200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01459300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01462700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01459700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01577900,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_40903000,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01462800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01579800,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01459900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01462100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01462900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01458900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01579300,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01579400,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01578100,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01458700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01466100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01579200,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01465200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01580500,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01579700,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01473300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01459800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01465800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01466000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01578200,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01465300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01464600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01463000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01465900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01458800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01460100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01579600,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01463100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01472800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01464300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01466200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01465100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01463200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01465700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01464700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01465000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01465400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01473100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01472400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01579500,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01449200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01471900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01464200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01460500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01581800,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01464500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01472000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01460000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01464400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01471800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01460200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01463300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01460800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01580600,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01465600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01580900,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_00739400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01464800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01460400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01464900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01465500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01580700,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01474500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01473200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01460300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01463400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01472500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01581000,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01581300,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01464100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
OD_2_01475000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unique
