"UniqueID","Other","DryAqua","Aqua","DryAqua_area_m2","Aqua_area_m2"
"TN_9_01493400",5384,410,0,369000,0
"TN_9_01493300",9990,368,0,331200,0
"TN_9_01493200",5437,769,0,692100,0
"TN_9_01493700",8843,1089,8,980100,7200
"TN_9_01334900",4686,223,0,200700,0
"TN_9_01493800",10241,350,1,315000,900
"TN_9_01493900",2789,138,0,124200,0
"TN_9_01335500",7024,13,1,11700,900
"TN_9_01494500",6298,439,2,395100,1800
"TN_9_01494000",11462,227,3,204300,2700
"TN_9_01343300",2235,69,0,62100,0
"TN_9_01494600",5794,42,0,37800,0
"TN_9_01336600",7938,198,3,178200,2700
"TN_9_01494300",12296,1103,3,992700,2700
"TN_9_01335900",1335,108,0,97200,0
"TN_9_01335800",5702,450,0,405000,0
"TN_9_01345900",11569,206,0,185400,0
"TN_9_01336100",2820,97,0,87300,0
"TN_9_01336200",7276,229,3,206100,2700
"TN_9_01494400",8048,197,0,177300,0
"TN_9_01336000",756,54,0,48600,0
"TN_9_01495300",10086,154,0,138600,0
"TN_9_01494200",9367,578,0,520200,0
"TN_9_01336700",2215,22,0,19800,0
"TN_9_01494100",3896,407,0,366300,0
"TN_9_01495100",7011,73,1,65700,900
"TN_9_01337900",14081,1187,0,1068300,0
"TN_9_01337200",5215,716,5,644400,4500
"TN_9_01337100",3547,26,0,23400,0
"TN_9_01495600",8857,290,1,261000,900
"TN_9_01495500",6484,199,0,179100,0
"TN_9_01337300",1068,102,0,91800,0
"TN_9_01495400",9126,481,0,432900,0
"TN_9_01495200",4901,232,0,208800,0
"TN_9_01346000",3305,1305,0,1174500,0
"TN_9_01337400",4017,1164,1,1047600,900
"TN_9_01495000",9102,105,0,94500,0
"TN_9_01495800",3126,95,0,85500,0
"TN_9_01337500",7386,736,0,662400,0
"TN_9_01495700",5557,546,0,491400,0
"TN_9_01338100",5943,234,1,210600,900
"TN_9_01496800",5133,67,40,60300,36000
"TN_9_01496500",2045,67,0,60300,0
"TN_9_01337700",2652,151,0,135900,0
"TN_9_01496700",8032,1429,4,1286100,3600
"TN_9_01496900",3230,72,3,64800,2700
"TN_9_01496100",2395,257,0,231300,0
"TN_9_01348100",8929,611,0,549900,0
"TN_9_01496300",8177,449,0,404100,0
"TN_9_01496200",8138,1488,0,1339200,0
"TN_9_01496600",10442,376,0,338400,0
"TN_9_01337600",6564,587,0,528300,0
"TN_9_01349700",4344,1609,11,1448100,9900
"TN_9_01496400",3783,572,0,514800,0
"TN_9_01337800",1562,126,0,113400,0
"TN_9_01497000",1738,62,12,55800,10800
"TN_9_01497200",2961,218,0,196200,0
"TN_9_01497700",5824,135,14,121500,12600
"TN_9_01497100",829,201,53,180900,47700
"TN_9_01497900",10243,787,0,708300,0
"TN_9_01496000",14338,918,0,826200,0
