"UniqueID","Other","DryAqua","Aqua","DryAqua_area_m2","Aqua_area_m2"
"OD_2_01454100",3569,103,0,92700,0
"OD_2_01576000",1892,135,0,121500,0
"OD_2_00761300",1912,51,0,45900,0
"OD_2_01454200",809,10,0,9000,0
"OD_2_01576100",9922,439,0,395100,0
"OD_2_01454600",792,3,0,2700,0
"OD_2_00762800",1011,3,0,2700,0
"OD_2_00762900",671,15,0,13500,0
"OD_2_01457100",5656,166,3,149400,2700
"OD_2_01455900",332,6,0,5400,0
"OD_2_01576200",3000,116,0,104400,0
"OD_2_01456700",215,401,0,360900,0
"OD_2_01456800",255,126,0,113400,0
"OD_2_01456000",1131,125,0,112500,0
"OD_2_01456600",1078,163,0,146700,0
"OD_2_01576300",475,47,0,42300,0
"OD_2_01455800",441,63,0,56700,0
"OD_2_01456900",1430,56,0,50400,0
"OD_2_01455700",1365,249,0,224100,0
"OD_2_01576700",2358,50,0,45000,0
"OD_2_01456400",988,148,0,133200,0
"OD_2_01577000",2250,49,0,44100,0
"OD_2_01457700",713,18,0,16200,0
"OD_2_01457800",1214,2,0,1800,0
"OD_2_01576600",320,6,0,5400,0
"OD_2_01576500",1248,44,0,39600,0
"OD_2_01457900",2087,11,0,9900,0
"OD_2_01457600",985,16,0,14400,0
"OD_2_01455600",936,242,0,217800,0
"OD_2_01456200",2022,158,0,142200,0
"OD_2_01456300",748,27,0,24300,0
"OD_2_01576900",397,4,0,3600,0
"OD_2_01457400",1087,2,0,1800,0
"OD_2_01577100",5974,459,0,413100,0
"OD_2_01457000",2911,0,0,0,0
"OD_2_01577200",684,0,0,0,0
"OD_2_01458200",2419,2,0,1800,0
"OD_2_01458000",1038,1,0,900,0
"OD_2_01457500",446,11,0,9900,0
"OD_2_01459200",1550,39,1,35100,900
"OD_2_01577400",878,6,0,5400,0
"OD_2_01457300",1100,6,0,5400,0
"OD_2_01577300",1371,22,2,19800,1800
"OD_2_01459100",700,15,0,13500,0
"OD_2_01457200",1294,2,0,1800,0
"OD_2_01459000",3018,16,0,14400,0
"OD_2_01462600",739,0,0,0,0
"OD_2_01577800",2397,48,0,43200,0
"OD_2_01577500",470,4,0,3600,0
"OD_2_01458100",715,10,0,9000,0
"OD_2_01458300",1476,2,0,1800,0
"OD_2_01577600",150,0,0,0,0
"OD_2_01577700",351,9,0,8100,0
"OD_2_01458400",2454,13,0,11700,0
"OD_2_01458600",1588,2,0,1800,0
"OD_2_01458500",508,0,0,0,0
"OD_2_01578000",3822,206,0,185400,0
"OD_2_01459400",1264,2,0,1800,0
"OD_2_01462200",950,14,0,12600,0
"OD_2_01459300",2696,16,0,14400,0
"OD_2_01462700",750,5,0,4500,0
"OD_2_01459700",1824,16,0,14400,0
"OD_2_01577900",334,24,0,21600,0
"OD_2_40903000",47453,1286,3,1157400,2700
"OD_2_01462800",436,24,2,21600,1800
"OD_2_01579800",1134,17,0,15300,0
"OD_2_01459900",1031,1,0,900,0
"OD_2_01462100",1055,10,0,9000,0
"OD_2_01462900",2527,9,0,8100,0
"OD_2_01458900",1011,9,0,8100,0
"OD_2_01579300",410,7,0,6300,0
"OD_2_01579400",1462,83,0,74700,0
"OD_2_01578100",8486,844,0,759600,0
"OD_2_01458700",2566,12,0,10800,0
"OD_2_01466100",2322,34,0,30600,0
"OD_2_01579200",1167,327,0,294300,0
