"UniqueID","saline_pixel_count","saline_area_m2","State","District","Year"
"AP_1_01237200",6,5400,"AP",1,2013
"AP_1_01237700",0,0,"AP",1,2013
"AP_1_01377900",0,0,"AP",1,2013
"AP_1_01258200",45.4032554626465,40862.9299163818,"AP",1,2013
"AP_1_01258400",265.281097412109,238752.987670898,"AP",1,2013
"AP_1_01258600",183.668579101562,165301.721191406,"AP",1,2013
"AP_1_01378500",38,34200,"AP",1,2013
"AP_1_01258100",243.796325683594,219416.693115234,"AP",1,2013
"AP_1_01257200",12.147650718689,10932.8856468201,"AP",1,2013
"AP_1_01258300",54.4422187805176,48997.9969024658,"AP",1,2013
"AP_1_01365300",17.4102344512939,15669.2110061646,"AP",1,2013
"AP_1_01238200",0,0,"AP",1,2013
"AP_1_01238100",7.53104972839355,6777.9447555542,"AP",1,2013
"AP_1_01255100",297.314575195312,267583.117675781,"AP",1,2013
"AP_1_01241700",103.743995666504,93369.5960998535,"AP",1,2013
"AP_1_01251100",15.6568956375122,14091.206073761,"AP",1,2013
"AP_1_01241800",137.7568359375,123981.15234375,"AP",1,2013
"AP_1_01378200",12,10800,"AP",1,2013
"AP_1_01251600",1922.73852539062,1730464.67285156,"AP",1,2013
"AP_1_01251500",2894.0302734375,2604627.24609375,"AP",1,2013
"AP_1_01378700",0,0,"AP",1,2013
"AP_1_01365200",0,0,"AP",1,2013
"AP_1_01378100",0,0,"AP",1,2013
"AP_1_01251200",58.9655303955078,53068.977355957,"AP",1,2013
"AP_1_01251300",51,45900,"AP",1,2013
"AP_1_01237800",0,0,"AP",1,2013
"AP_1_01238300",46.9158897399902,42224.3007659912,"AP",1,2013
"AP_1_01249800",2.12699508666992,1914.29557800293,"AP",1,2013
"AP_1_01378600",4.96625280380249,4469.62752342224,"AP",1,2013
"AP_1_01378300",0,0,"AP",1,2013
"AP_1_01259900",240.183044433594,216164.739990234,"AP",1,2013
"AP_1_01365100",0,0,"AP",1,2013
"AP_1_01379000",23,20700,"AP",1,2013
"AP_1_01369900",1,900,"AP",1,2013
"AP_1_01365000",15.9171590805054,14325.4431724548,"AP",1,2013
"AP_1_01255300",100.013740539551,90012.3664855957,"AP",1,2013
"AP_1_01257600",14.8768377304077,13389.1539573669,"AP",1,2013
"AP_1_01364800",26,23400,"AP",1,2013
"AP_1_01380500",1,900,"AP",1,2013
"AP_1_01237900",1,900,"AP",1,2013
"AP_1_01258500",43.9052963256836,39514.7666931152,"AP",1,2013
"AP_1_01238400",0,0,"AP",1,2013
"AP_1_01364600",0,0,"AP",1,2013
"AP_1_01252700",887.0126953125,798311.42578125,"AP",1,2013
"AP_1_01378900",16.0192260742188,14417.3034667969,"AP",1,2013
"AP_1_01378800",1.08284068107605,974.556612968445,"AP",1,2013
"AP_1_01238000",28.5562267303467,25700.604057312,"AP",1,2013
"AP_1_01364900",0,0,"AP",1,2013
"AP_1_01378000",0,0,"AP",1,2013
"AP_1_01258800",31.3362483978271,28202.6235580444,"AP",1,2013
"AP_1_01270200",27.6218166351318,24859.6349716187,"AP",1,2013
"AP_1_01258700",7,6300,"AP",1,2013
"AP_1_01251400",70.1768569946289,63159.171295166,"AP",1,2013
"AP_1_01257400",15.8682518005371,14281.4266204834,"AP",1,2013
"AP_1_01379200",4,3600,"AP",1,2013
"AP_1_01364700",0,0,"AP",1,2013
"AP_1_01383900",6.98077297210693,6282.69567489624,"AP",1,2013
"AP_1_01260300",5,4500,"AP",1,2013
"AP_1_01270100",21.5528087615967,19397.527885437,"AP",1,2013
"AP_1_01255400",595.605529785156,536044.976806641,"AP",1,2013
"AP_1_01255200",56.6962013244629,51026.5811920166,"AP",1,2013
"AP_1_41106000",2712.99291992188,2441693.62792969,"AP",1,2013
"AP_1_01257500",2,1800,"AP",1,2013
"AP_1_01270300",151.697967529297,136528.170776367,"AP",1,2013
"AP_1_01379300",5,4500,"AP",1,2013
"AP_1_01270400",124.078918457031,111671.026611328,"AP",1,2013
"AP_1_01258900",20.2158355712891,18194.2520141602,"AP",1,2013
"AP_1_01380700",7,6300,"AP",1,2013
"AP_1_01380900",3.01264095306396,2711.37685775757,"AP",1,2013
"AP_1_01380800",1.98735904693604,1788.62314224243,"AP",1,2013
"AP_1_01251700",2965.04028320312,2668536.25488281,"AP",1,2013
"AP_1_01252500",1.41894519329071,1277.05067396164,"AP",1,2013
"AP_1_01259000",6,5400,"AP",1,2013
"AP_1_01260200",8.68011665344238,7812.10498809814,"AP",1,2013
"AP_1_01381000",0,0,"AP",1,2013
"AP_1_01260100",11.3364715576172,10202.8244018555,"AP",1,2013
"AP_1_01382900",20.0098896026611,18008.900642395,"AP",1,2013
"AP_1_01379100",3,2700,"AP",1,2013
"AP_1_01270500",8.04205703735352,7237.85133361816,"AP",1,2013
"AP_1_01259800",53.5857391357422,48227.165222168,"AP",1,2013
"AP_1_01380600",6.5040111541748,5853.61003875732,"AP",1,2013
"AP_1_01259700",31.5944652557373,28435.0187301636,"AP",1,2013
"AP_1_01260000",15.8010444641113,14220.9400177002,"AP",1,2013
"AP_1_01252600",31.4285507202148,28285.6956481934,"AP",1,2013
"AP_1_01252400",2.04666614532471,1841.99953079224,"AP",1,2013
"AP_1_01251900",1,900,"AP",1,2013
"AP_1_01381100",6.14503908157349,5530.53517341614,"AP",1,2013
"AP_1_01252300",24,21600,"AP",1,2013
"AP_1_01252000",31.3709812164307,28233.8830947876,"AP",1,2013
"AP_1_01252100",26.6290187835693,23966.1169052124,"AP",1,2013
"AP_1_01255500",256.389862060547,230750.875854492,"AP",1,2013
"AP_1_01381400",48.4959907531738,43646.3916778564,"AP",1,2013
"AP_1_01259100",6,5400,"AP",1,2013
"AP_1_01270000",192.727844238281,173455.059814453,"AP",1,2013
"AP_1_01383100",2.26691174507141,2040.22057056427,"AP",1,2013
"AP_1_01381600",0,0,"AP",1,2013
"AP_1_01251800",132.345764160156,119111.187744141,"AP",1,2013
"AP_1_01376600",0,0,"AP",1,2013
"AP_1_01379600",0,0,"AP",1,2013
"AP_1_01381200",19.407341003418,17466.6069030762,"AP",1,2013
"AP_1_01383300",3.73308849334717,3359.77964401245,"AP",1,2013
"AP_1_01379400",1,900,"AP",1,2013
"AP_1_01383800",3,2700,"AP",1,2013
"AP_1_01252200",1,900,"AP",1,2013
"AP_1_01260400",21.0766620635986,18968.9958572388,"AP",1,2013
"AP_1_01379500",3,2700,"AP",1,2013
"AP_1_01253300",191.134323120117,172020.890808105,"AP",1,2013
"AP_1_01259600",8,7200,"AP",1,2013
"AP_1_01379700",0,0,"AP",1,2013
"AP_1_01270600",70.7628784179688,63686.5905761719,"AP",1,2013
"AP_1_01384000",3,2700,"AP",1,2013
"AP_1_01383400",1.98024559020996,1782.22103118896,"AP",1,2013
"AP_1_01253400",1304.20263671875,1173782.37304688,"AP",1,2013
"AP_1_01259200",9.69547939300537,8725.93145370483,"AP",1,2013
"AP_1_01253500",3427.61596679688,3084854.37011719,"AP",1,2013
"AP_1_01260500",6,5400,"AP",1,2013
"AP_1_01260600",90.5739135742188,81516.5222167969,"AP",1,2013
"AP_1_01381500",0,0,"AP",1,2013
"AP_1_41205000",307.389190673828,276650.271606445,"AP",1,2013
"AP_1_01381300",0,0,"AP",1,2013
"AP_1_01381700",12.5926599502563,11333.3939552307,"AP",1,2013
"AP_1_01259500",29.0023365020752,26102.1028518677,"AP",1,2013
"AP_1_01383200",0,0,"AP",1,2013
"AP_1_01252800",314.741424560547,283267.282104492,"AP",1,2013
"AP_1_01253200",9104.2236328125,8193801.26953125,"AP",1,2013
"AP_1_01255600",386.776397705078,348098.75793457,"AP",1,2013
"AP_1_01382800",41.8450698852539,37660.5628967285,"AP",1,2013
"AP_1_01260800",22.0436763763428,19839.3087387085,"AP",1,2013
"AP_1_01270700",37.5812530517578,33823.127746582,"AP",1,2013
"AP_1_01269900",45.095703125,40586.1328125,"AP",1,2013
"AP_1_01253100",255.219863891602,229697.877502441,"AP",1,2013
"AP_1_01380000",1,900,"AP",1,2013
"AP_1_01260700",166.490264892578,149841.23840332,"AP",1,2013
"AP_1_01271700",75.0083618164062,67507.5256347656,"AP",1,2013
"AP_1_01260900",1,900,"AP",1,2013
"AP_1_01383500",3,2700,"AP",1,2013
"AP_1_01259300",1.03844678401947,934.602105617523,"AP",1,2013
"AP_1_01261000",0,0,"AP",1,2013
"AP_1_01259400",0.624827921390533,562.34512925148,"AP",1,2013
"AP_1_01382700",0,0,"AP",1,2013
"AP_1_01271500",54.8793029785156,49391.3726806641,"AP",1,2013
"AP_1_01269800",56.5216369628906,50869.4732666016,"AP",1,2013
"AP_1_01253000",570.648071289062,513583.264160156,"AP",1,2013
"AP_1_01255700",105.320388793945,94788.3499145508,"AP",1,2013
"AP_1_01383000",0,0,"AP",1,2013
"AP_1_01270800",0,0,"AP",1,2013
"AP_1_01382600",2,1800,"AP",1,2013
"AP_1_01270900",22.1761283874512,19958.5155487061,"AP",1,2013
"AP_1_01271000",103.988380432129,93589.542388916,"AP",1,2013
"AP_1_01381800",1,900,"AP",1,2013
"AP_1_01252900",271.372314453125,244235.083007812,"AP",1,2013
"AP_1_01271400",21.7346515655518,19561.1864089966,"AP",1,2013
"AP_1_01271300",104.320671081543,93888.6039733887,"AP",1,2013
"AP_1_01261100",0,0,"AP",1,2013
"AP_1_01384300",19.9877662658691,17988.9896392822,"AP",1,2013
"AP_1_01271100",1076.0146484375,968413.18359375,"AP",1,2013
"AP_1_01261400",2,1800,"AP",1,2013
"AP_1_01261900",13.4523687362671,12107.1318626404,"AP",1,2013
"AP_1_01261300",0,0,"AP",1,2013
"AP_1_01380100",9.51140975952148,8560.26878356934,"AP",1,2013
"AP_1_01255800",231.743209838867,208568.88885498,"AP",1,2013
"AP_1_01256100",147.029235839844,132326.312255859,"AP",1,2013
"AP_1_01271600",0,0,"AP",1,2013
"AP_1_01382500",3.14193201065063,2827.73880958557,"AP",1,2013
"AP_1_01271200",34.8807411193848,31392.6670074463,"AP",1,2013
"AP_1_01379800",0,0,"AP",1,2013
"AP_1_01271800",4,3600,"AP",1,2013
"AP_1_01381900",0,0,"AP",1,2013
"AP_1_01382100",6,5400,"AP",1,2013
"AP_1_01261200",3,2700,"AP",1,2013
"AP_1_01256200",1020.74566650391,918671.099853516,"AP",1,2013
"AP_1_01382000",2,1800,"AP",1,2013
"AP_1_01261600",6,5400,"AP",1,2013
"AP_1_01261500",4,3600,"AP",1,2013
"AP_1_01262000",34.5450592041016,31090.5532836914,"AP",1,2013
"AP_1_01261700",1.85608792304993,1670.47913074493,"AP",1,2013
"AP_1_01379900",0.0269745439291,24.27708953619,"AP",1,2013
"AP_1_01261800",80.3814468383789,72343.302154541,"AP",1,2013
"AP_1_01380200",2,1800,"AP",1,2013
"AP_1_01255900",486.070098876953,437463.088989258,"AP",1,2013
"AP_1_01382400",13.8580684661865,12472.2616195679,"AP",1,2013
"AP_1_01272000",13.8833169937134,12494.985294342,"AP",1,2013
"AP_1_01383600",0,0,"AP",1,2013
"AP_1_01271900",0,0,"AP",1,2013
"AP_1_01262100",65.7139434814453,59142.5491333008,"AP",1,2013
"AP_1_01262700",2,1800,"AP",1,2013
"AP_1_01380300",12.9075679779053,11616.8111801147,"AP",1,2013
"AP_1_01382200",5,4500,"AP",1,2013
"AP_1_01262600",8.36786842346191,7531.08158111572,"AP",1,2013
"AP_1_01262400",6.61855125427246,5956.69612884521,"AP",1,2013
"AP_1_01262500",15.5333137512207,13979.9823760986,"AP",1,2013
"AP_1_01256000",845.254333496094,760728.900146484,"AP",1,2013
"AP_1_01262800",2,1800,"AP",1,2013
"AP_1_01272700",1320.13916015625,1188125.24414062,"AP",1,2013
"AP_1_01264700",4,3600,"AP",1,2013
"AP_1_01262900",1.64484882354736,1480.36394119263,"AP",1,2013
"AP_1_01263900",80.4169692993164,72375.2723693848,"AP",1,2013
"AP_1_01263300",16.7791614532471,15101.2453079224,"AP",1,2013
"AP_1_01263400",49.3128356933594,44381.5521240234,"AP",1,2013
"AP_1_01272100",17.773494720459,15996.1452484131,"AP",1,2013
"AP_1_01264000",0,0,"AP",1,2013
"AP_1_01262200",25,22500,"AP",1,2013
"AP_1_01264900",0.355151206254959,319.636085629463,"AP",1,2013
"AP_1_01264400",5.94465446472168,5350.18901824951,"AP",1,2013
"AP_1_01382300",0,0,"AP",1,2013
"AP_1_01272800",118.380264282227,106542.237854004,"AP",1,2013
"AP_1_01264800",0,0,"AP",1,2013
"AP_1_01272600",3,2700,"AP",1,2013
"AP_1_01262300",11.2208395004272,10098.7555503845,"AP",1,2013
"AP_1_01380400",15.2046937942505,13684.2244148254,"AP",1,2013
"AP_1_01272300",1016.37640380859,914738.763427734,"AP",1,2013
"AP_1_01264300",17.0553455352783,15349.8109817505,"AP",1,2013
"AP_1_01263000",7.63213205337524,6868.91884803772,"AP",1,2013
"AP_1_01264100",11.1101369857788,9999.12328720093,"AP",1,2013
"AP_1_01263100",8,7200,"AP",1,2013
"AP_1_01264600",0,0,"AP",1,2013
"AP_1_01263200",2,1800,"AP",1,2013
"AP_1_01263800",30,27000,"AP",1,2013
"AP_1_01272200",519.95263671875,467957.373046875,"AP",1,2013
"AP_1_01272500",223.741439819336,201367.295837402,"AP",1,2013
"AP_1_01266100",11,9900,"AP",1,2013
"AP_1_01264200",3.01791286468506,2716.12157821655,"AP",1,2013
"AP_1_01265000",2,1800,"AP",1,2013
"AP_1_01263700",2.93654346466064,2642.88911819458,"AP",1,2013
"AP_1_01265200",13,11700,"AP",1,2013
"AP_1_01264500",4.79530668258667,4315.776014328,"AP",1,2013
"AP_1_01272400",197.341705322266,177607.534790039,"AP",1,2013
"AP_1_01265100",0,0,"AP",1,2013
"AP_1_01266400",2,1800,"AP",1,2013
"AP_1_01266300",6,5400,"AP",1,2013
"AP_1_01416500",10.0043029785156,9003.87268066406,"AP",1,2013
"AP_1_01266500",0,0,"AP",1,2013
"AP_1_01266200",0,0,"AP",1,2013
"AP_1_01266900",5,4500,"AP",1,2013
"AP_1_01265400",0,0,"AP",1,2013
"AP_1_01265500",28.4272880554199,25584.5592498779,"AP",1,2013
"AP_1_01266600",0,0,"AP",1,2013
"AP_1_01263600",4,3600,"AP",1,2013
"AP_1_01263500",6.06345653533936,5457.11088180542,"AP",1,2013
"AP_1_01265300",16.5385131835938,14884.6618652344,"AP",1,2013
"AP_1_01267900",4,3600,"AP",1,2013
"AP_1_01266700",2,1800,"AP",1,2013
"AP_1_01266800",0,0,"AP",1,2013
"AP_1_01267000",3,2700,"AP",1,2013
"AP_1_01266000",1,900,"AP",1,2013
"AP_1_01267100",0,0,"AP",1,2013
"AP_1_01267800",21.6946487426758,19525.1838684082,"AP",1,2013
"AP_1_01267600",4.80780267715454,4327.02240943909,"AP",1,2013
"AP_1_01268100",1,900,"AP",1,2013
"AP_1_01265900",5,4500,"AP",1,2013
"AP_1_01267200",0,0,"AP",1,2013
"AP_1_01267500",12.1921968460083,10972.9771614075,"AP",1,2013
"AP_1_01265600",177.354583740234,159619.125366211,"AP",1,2013
"AP_1_01268000",7,6300,"AP",1,2013
"AP_1_01268200",1,900,"AP",1,2013
"AP_1_01267300",0,0,"AP",1,2013
"AP_1_01268400",64.3053512573242,57874.8161315918,"AP",1,2013
"AP_1_01268300",19,17100,"AP",1,2013
"AP_1_01417000",17.7794914245605,16001.5422821045,"AP",1,2013
"AP_1_01265800",14.6855354309082,13216.9818878174,"AP",1,2013
"AP_1_01267700",1,900,"AP",1,2013
"AP_1_01267400",10,9000,"AP",1,2013
"AP_1_01268500",0,0,"AP",1,2013
"AP_1_01265700",148.21028137207,133389.253234863,"AP",1,2013
"AP_1_01417100",1,900,"AP",1,2013
"AP_1_01268600",2,1800,"AP",1,2013
"AP_1_01268700",14.3070755004883,12876.3679504395,"AP",1,2013
"AP_1_01268800",68.6952819824219,61825.7537841797,"AP",1,2013
"AP_1_01269600",13,11700,"AP",1,2013
"AP_1_01417200",15.2969856262207,13767.2870635986,"AP",1,2013
"AP_1_01269700",34,30600,"AP",1,2013
"AP_1_01269000",155.493438720703,139944.094848633,"AP",1,2013
"AP_1_01269400",64.8282089233398,58345.3880310059,"AP",1,2013
"AP_1_01269500",19.6238059997559,17661.4253997803,"AP",1,2013
"AP_1_01268900",17.9461040496826,16151.4936447144,"AP",1,2013
"AP_1_01269300",142.115219116211,127903.69720459,"AP",1,2013
"AP_1_01269200",642.942443847656,578648.199462891,"AP",1,2013
"AP_1_01269100",272.974456787109,245677.011108398,"AP",1,2013
"AP_1_01144800",58.1704406738281,52353.3966064453,"AP",1,2015
"AP_1_01144900",48.8818511962891,43993.6660766602,"AP",1,2015
"AP_1_01145000",70.694709777832,63625.2388000488,"AP",1,2015
"AP_1_01145100",5,4500,"AP",1,2015
"AP_1_01145200",0,0,"AP",1,2015
"AP_1_01145500",4.99483585357666,4495.35226821899,"AP",1,2015
"AP_1_01145300",0,0,"AP",1,2015
"AP_1_01145400",4.32898616790771,3896.08755111694,"AP",1,2015
"AP_1_01146100",3,2700,"AP",1,2015
"AP_1_01146000",29,26100,"AP",1,2015
"AP_1_01146700",230.963577270508,207867.219543457,"AP",1,2015
"AP_1_01146200",21.6445770263672,19480.1193237305,"AP",1,2015
"AP_1_01146800",130.282653808594,117254.388427734,"AP",1,2015
"AP_1_01145700",0,0,"AP",1,2015
"AP_1_01145800",0,0,"AP",1,2015
"AP_1_01146400",0.469867318868637,422.880586981773,"AP",1,2015
"AP_1_01145900",2,1800,"AP",1,2015
"AP_1_01146600",77.1477661132812,69432.9895019531,"AP",1,2015
"AP_1_01146900",160.163970947266,144147.573852539,"AP",1,2015
"AP_1_01146300",3,2700,"AP",1,2015
"AP_1_01146500",0,0,"AP",1,2015
"AP_1_01148800",1189.8212890625,1070839.16015625,"AP",1,2015
"AP_1_01148600",6,5400,"AP",1,2015
"AP_1_01139100",0,0,"AP",1,2015
"AP_1_01148300",3,2700,"AP",1,2015
"AP_1_01148700",55.9992370605469,50399.3133544922,"AP",1,2015
"AP_1_01148400",0,0,"AP",1,2015
"AP_1_01148200",14,12600,"AP",1,2015
"AP_1_01148000",9,8100,"AP",1,2015
"AP_1_01148500",1,900,"AP",1,2015
"AP_1_01147000",6.57909297943115,5921.18368148804,"AP",1,2015
"AP_1_01147100",3,2700,"AP",1,2015
"AP_1_01139000",0,0,"AP",1,2015
"AP_1_01138900",0,0,"AP",1,2015
"AP_1_01148900",1362.91540527344,1226623.86474609,"AP",1,2015
"AP_1_01139200",43,38700,"AP",1,2015
"AP_1_01147900",210.870910644531,189783.819580078,"AP",1,2015
"AP_1_01140300",0.420907109975815,378.816398978233,"AP",1,2015
"AP_1_01138800",0,0,"AP",1,2015
"AP_1_01139300",0,0,"AP",1,2015
"AP_1_01139900",0,0,"AP",1,2015
"AP_1_01149000",400.802612304688,360722.351074219,"AP",1,2015
"AP_1_01139400",0,0,"AP",1,2015
"AP_1_01139800",1,900,"AP",1,2015
"AP_1_01139500",0,0,"AP",1,2015
"AP_1_01139600",0,0,"AP",1,2015
"AP_1_01147800",52.360668182373,47124.6013641357,"AP",1,2015
"AP_1_01139700",0,0,"AP",1,2015
"AP_1_01140600",0,0,"AP",1,2015
"AP_1_01130500",0,0,"AP",1,2015
"AP_1_01140400",0,0,"AP",1,2015
"AP_1_01140700",1,900,"AP",1,2015
"AP_1_01140500",0,0,"AP",1,2015
"AP_1_01107500",0,0,"AP",1,2015
"AP_1_01147700",32.849308013916,29564.3772125244,"AP",1,2015
"AP_1_01141300",1,900,"AP",1,2015
"AP_1_01141200",0,0,"AP",1,2015
"AP_1_01140800",0,0,"AP",1,2015
"AP_1_01141400",0,0,"AP",1,2015
"AP_1_01140900",0,0,"AP",1,2015
"AP_1_01107400",0,0,"AP",1,2015
"AP_1_01141000",5,4500,"AP",1,2015
"AP_1_01107800",0,0,"AP",1,2015
"AP_1_01141100",0,0,"AP",1,2015
"AP_1_01141500",0,0,"AP",1,2015
"AP_1_01147600",89.7461318969727,80771.5187072754,"AP",1,2015
"AP_1_01149100",0,0,"AP",1,2015
"AP_1_01142000",0,0,"AP",1,2015
"AP_1_01141600",3,2700,"AP",1,2015
"AP_1_01141700",1,900,"AP",1,2015
"AP_1_01141800",0,0,"AP",1,2015
"AP_1_01107900",0,0,"AP",1,2015
"AP_1_01142100",0,0,"AP",1,2015
"AP_1_01141900",3,2700,"AP",1,2015
"AP_1_01143800",0,0,"AP",1,2015
"AP_1_01142300",2.00977206230164,1808.79485607147,"AP",1,2015
"AP_1_01142200",0,0,"AP",1,2015
"AP_1_01143500",0,0,"AP",1,2015
"AP_1_01143400",1,900,"AP",1,2015
"AP_1_01143700",3,2700,"AP",1,2015
"AP_1_01147500",81.656623840332,73490.9614562988,"AP",1,2015
"AP_1_01107700",12.1389722824097,10925.0750541687,"AP",1,2015
"AP_1_01143300",0,0,"AP",1,2015
"AP_1_01108100",8.61396503448486,7752.56853103638,"AP",1,2015
"AP_1_01147400",178.397445678711,160557.70111084,"AP",1,2015
"AP_1_01143600",0,0,"AP",1,2015
"AP_1_01143900",0,0,"AP",1,2015
"AP_1_01143200",2,1800,"AP",1,2015
"AP_1_01143100",0,0,"AP",1,2015
"AP_1_01144100",0,0,"AP",1,2015
"AP_1_01144000",0,0,"AP",1,2015
"AP_1_01147300",412.207855224609,370987.069702148,"AP",1,2015
"AP_1_01142800",0,0,"AP",1,2015
"AP_1_01143000",1,900,"AP",1,2015
"AP_1_01144200",1,900,"AP",1,2015
"AP_1_01130700",12.195686340332,10976.1177062988,"AP",1,2015
"AP_1_01147200",249.167022705078,224250.32043457,"AP",1,2015
"AP_1_41103000",84,75600,"AP",1,2015
"AP_1_01108000",0,0,"AP",1,2015
"AP_1_01108300",4.9469256401062,4452.23307609558,"AP",1,2015
"AP_1_01130600",200,180000,"AP",1,2015
"AP_1_01142900",1.10447907447815,994.031167030334,"AP",1,2015
"AP_1_01144500",5,4500,"AP",1,2015
"AP_1_01142700",6.91393804550171,6222.54424095154,"AP",1,2015
"AP_1_01142500",4,3600,"AP",1,2015
"AP_1_01149200",0,0,"AP",1,2015
"AP_1_01108400",0,0,"AP",1,2015
"AP_1_01149300",5.99022817611694,5391.20535850525,"AP",1,2015
"AP_1_01150400",346.823394775391,312141.055297852,"AP",1,2015
"AP_1_01144300",0,0,"AP",1,2015
"AP_1_01142400",1,900,"AP",1,2015
"AP_1_01108500",0,0,"AP",1,2015
"AP_1_01144400",9.20940399169922,8288.4635925293,"AP",1,2015
"AP_1_01142600",2.98158264160156,2683.42437744141,"AP",1,2015
"AP_1_01108600",0,0,"AP",1,2015
"AP_1_01150100",1,900,"AP",1,2015
"AP_1_01150200",1,900,"AP",1,2015
"AP_1_01150300",4.94792795181274,4453.13515663147,"AP",1,2015
"AP_1_01149900",2,1800,"AP",1,2015
"AP_1_01131400",0,0,"AP",1,2015
"AP_1_01149700",0,0,"AP",1,2015
"AP_1_01150000",0,0,"AP",1,2015
"AP_1_01149600",16,14400,"AP",1,2015
"AP_1_01149400",2,1800,"AP",1,2015
"AP_1_01149800",0,0,"AP",1,2015
"AP_1_01130800",0,0,"AP",1,2015
"AP_1_01131200",74.4765853881836,67028.9268493652,"AP",1,2015
"AP_1_01108900",0,0,"AP",1,2015
"AP_1_01131300",16.7392501831055,15065.3251647949,"AP",1,2015
"AP_1_01108800",1,900,"AP",1,2015
"AP_1_01130900",0,0,"AP",1,2015
"AP_1_01131100",0,0,"AP",1,2015
"AP_1_01150500",172.109283447266,154898.355102539,"AP",1,2015
"AP_1_01149500",1,900,"AP",1,2015
"AP_1_01131500",0,0,"AP",1,2015
"AP_1_01150600",6.28739881515503,5658.65893363953,"AP",1,2015
"AP_1_01150800",11,9900,"AP",1,2015
"AP_1_01151000",5,4500,"AP",1,2015
"AP_1_01150900",10.8004951477051,9720.44563293457,"AP",1,2015
"AP_1_01151100",0,0,"AP",1,2015
"AP_1_01150700",61.2435340881348,55119.1806793213,"AP",1,2015
"AP_1_01133500",32.5884742736816,29329.6268463135,"AP",1,2015
"AP_1_01151200",0,0,"AP",1,2015
"AP_1_01133600",4,3600,"AP",1,2015
"AP_1_01133300",4,3600,"AP",1,2015
"AP_1_01133200",16,14400,"AP",1,2015
"AP_1_01109000",0,0,"AP",1,2015
"AP_1_01133400",1,900,"AP",1,2015
"AP_1_01131600",1,900,"AP",1,2015
"AP_1_01133700",0,0,"AP",1,2015
"AP_1_01134400",0,0,"AP",1,2015
"AP_1_01151800",39.2765197753906,35348.8677978516,"AP",1,2015
"AP_1_01131000",0,0,"AP",1,2015
"AP_1_01133900",3,2700,"AP",1,2015
"AP_1_01133800",4.68256855010986,4214.31169509888,"AP",1,2015
"AP_1_01134600",0,0,"AP",1,2015
"AP_1_01151600",18.2653636932373,16438.8273239136,"AP",1,2015
"AP_1_01151700",9.65762138366699,8691.85924530029,"AP",1,2015
"AP_1_01134500",0,0,"AP",1,2015
"AP_1_01151300",0,0,"AP",1,2015
"AP_1_01151900",80.0369262695312,72033.2336425781,"AP",1,2015
"AP_1_01134800",1,900,"AP",1,2015
"AP_1_01134100",0,0,"AP",1,2015
"AP_1_01134000",3,2700,"AP",1,2015
"AP_1_01134300",2.31743144989014,2085.68830490112,"AP",1,2015
"AP_1_01151400",0,0,"AP",1,2015
"AP_1_01152200",2,1800,"AP",1,2015
"AP_1_01134700",2.02525424957275,1822.72882461548,"AP",1,2015
"AP_1_01137000",0,0,"AP",1,2015
"AP_1_01132000",0,0,"AP",1,2015
"AP_1_01131800",0,0,"AP",1,2015
"AP_1_01152000",85.8959732055664,77306.3758850098,"AP",1,2015
"AP_1_01132100",0,0,"AP",1,2015
"AP_1_01132700",10,9000,"AP",1,2015
"AP_1_01151500",0,0,"AP",1,2015
"AP_1_01134200",0,0,"AP",1,2015
"AP_1_01135200",3.33575963973999,3002.18367576599,"AP",1,2015
"AP_1_01131900",0,0,"AP",1,2015
"AP_1_01136900",1.97474575042725,1777.27117538452,"AP",1,2015
"AP_1_01133100",0,0,"AP",1,2015
"AP_1_01152100",5.82357168197632,5241.21451377869,"AP",1,2015
"AP_1_01132900",0,0,"AP",1,2015
"AP_1_01133000",0,0,"AP",1,2015
"AP_1_01132500",0,0,"AP",1,2015
"AP_1_01135100",1.6642404794693,1497.81643152237,"AP",1,2015
"AP_1_01132800",0,0,"AP",1,2015
"AP_1_01152300",0,0,"AP",1,2015
"AP_1_01135000",0,0,"AP",1,2015
"AP_1_01135700",0,0,"AP",1,2015
"AP_1_01134900",0,0,"AP",1,2015
"AP_1_01132400",1,900,"AP",1,2015
"AP_1_01135300",0,0,"AP",1,2015
"AP_1_01132300",0,0,"AP",1,2015
"AP_1_01135600",0,0,"AP",1,2015
"AP_1_01132600",48.0829048156738,43274.6143341064,"AP",1,2015
"AP_1_01109200",13,11700,"AP",1,2015
"AP_1_01152400",1.99041843414307,1791.37659072876,"AP",1,2015
"AP_1_01137100",0,0,"AP",1,2015
"AP_1_01135500",0,0,"AP",1,2015
"AP_1_01132200",1,900,"AP",1,2015
"AP_1_01135400",4,3600,"AP",1,2015
"AP_1_01136400",0,0,"AP",1,2015
"AP_1_01135800",118.917098999023,107025.389099121,"AP",1,2015
"AP_1_01137200",4.94580316543579,4451.22284889221,"AP",1,2015
"AP_1_01136800",0.00245704920962453,2.21134428866208,"AP",1,2015
"AP_1_01136500",0.969753444194794,872.778099775314,"AP",1,2015
"AP_1_01136700",0,0,"AP",1,2015
"AP_1_01135900",1,900,"AP",1,2015
"AP_1_01125200",0,0,"AP",1,2015
"AP_1_01137900",2.99754285812378,2697.7885723114,"AP",1,2015
"AP_1_01136100",0,0,"AP",1,2015
"AP_1_01137600",1,900,"AP",1,2015
"AP_1_01137500",0,0,"AP",1,2015
"AP_1_01137700",0,0,"AP",1,2015
