"UniqueID","Other","DryAqua","Aqua","DryAqua_area_m2","Aqua_area_m2"
"TN_5_01051900",12580,9032,133,8128800,119700
"TN_5_01000400",713,312,0,280800,0
"TN_5_01051800",1876,682,7,613800,6300
"TN_5_01005800",763,180,441,162000,396900
"TN_5_01052200",4735,132,0,118800,0
"TN_5_01052000",5202,779,8,701100,7200
"TN_5_01052400",8161,889,6,800100,5400
"TN_5_01052100",3760,154,1,138600,900
"TN_5_01052300",4556,275,34,247500,30600
"TN_5_01052500",3364,316,14,284400,12600
"TN_5_01053700",3256,498,3,448200,2700
"TN_5_01052700",4917,2082,372,1873800,334800
"TN_5_01052800",6022,3219,267,2897100,240300
"TN_5_01052600",1988,146,20,131400,18000
"TN_5_01053600",4616,603,1,542700,900
"TN_5_01053800",4499,519,11,467100,9900
"TN_5_01053400",1802,392,3,352800,2700
"TN_5_01053100",1447,354,54,318600,48600
"TN_5_01053300",833,156,16,140400,14400
"TN_5_01052900",9826,3525,131,3172500,117900
"TN_5_01054100",7397,267,36,240300,32400
"TN_5_01054200",1628,163,10,146700,9000
"TN_5_01053000",1490,647,30,582300,27000
"TN_5_01053200",752,91,0,81900,0
"TN_5_01053500",2116,129,0,116100,0
"TN_5_01054000",2923,181,29,162900,26100
"TN_5_01054300",4313,271,2,243900,1800
"TN_5_01054600",1442,273,1,245700,900
"TN_5_01054700",2027,1366,25,1229400,22500
"TN_5_01054400",2531,291,0,261900,0
"TN_5_01054500",2739,265,10,238500,9000
"TN_5_01055600",1449,86,0,77400,0
"TN_5_01054800",11850,2620,64,2358000,57600
"TN_5_01055800",3994,80,0,72000,0
"TN_5_01022300",2427,175,0,157500,0
"TN_5_01055300",1731,640,1,576000,900
"TN_5_01055500",2338,688,3,619200,2700
"TN_5_01055700",2211,250,1,225000,900
"TN_5_01055400",1347,161,0,144900,0
"TN_5_01055900",4878,161,77,144900,69300
"TN_5_01055600",609,269,14,242100,12600
"TN_5_01022200",3282,89,5,80100,4500
"TN_5_01022400",2326,318,7,286200,6300
"TN_5_41901000",9314,1021,1,918900,900
"TN_5_01055000",3056,807,10,726300,9000
"TN_5_01055100",1105,298,7,268200,6300
"TN_5_01055200",1070,270,7,243000,6300
"TN_5_01056100",3850,404,59,363600,53100
"TN_5_01056000",3192,84,1,75600,900
"TN_5_01056200",1371,210,51,189000,45900
"TN_5_01056300",2573,559,21,503100,18900
"TN_5_01056600",4026,107,0,96300,0
"TN_5_01060400",2458,284,5,255600,4500
"TN_5_01060600",4095,287,8,258300,7200
"TN_5_01054900",1003,1247,36,1122300,32400
"TN_5_01060500",3957,215,1,193500,900
"TN_5_01056500",3355,125,1,112500,900
"TN_5_01057500",4169,2299,9,2069100,8100
"TN_5_01056400",1101,285,0,256500,0
"TN_5_01021700",2445,22,0,19800,0
"TN_5_01060800",2958,331,0,297900,0
"TN_5_01057200",1815,803,1,722700,900
"TN_5_01056700",4229,247,4,222300,3600
"TN_5_01057100",1681,655,6,589500,5400
"TN_5_01057300",5753,2052,6,1846800,5400
"TN_5_01021600",2046,19,0,17100,0
"TN_5_01057000",3683,440,0,396000,0
"TN_5_01060700",2843,145,9,130500,8100
"TN_5_01056900",2865,214,1,192600,900
"TN_5_01056800",2700,61,1,54900,900
"TN_5_01061700",3967,135,1,121500,900
"TN_5_01057400",3398,683,17,614700,15300
"TN_5_41902000",6323,485,0,436500,0
"TN_5_41903000",5519,188,8,169200,7200
"TN_5_01058200",3041,1768,47,1591200,42300
"TN_5_01061500",2916,249,0,224100,0
"TN_5_01058100",3314,952,2,856800,1800
"TN_5_01061600",3238,119,0,107100,0
"TN_5_01058400",2762,223,0,200700,0
"TN_5_01058300",4237,471,0,423900,0
"TN_5_01061800",2625,376,1,338400,900
"TN_5_01058000",3795,610,8,549000,7200
"TN_5_01057600",5266,2078,124,1870200,111600
