"UniqueID","saline_pixel_count","saline_area_m2"
"AP_5_01909800",373.803131103516,336422.817993164
"AP_5_01909900",17.339527130127,15605.5744171143
"AP_5_01910000",1060.72509765625,954652.587890625
"AP_5_01910100",274.907043457031,247416.339111328
"AP_5_01909700",0,0
"AP_5_01910200",2333.0751953125,2099767.67578125
"AP_5_01906500",8118.94775390625,7307052.97851562
"AP_5_01910300",1684.75866699219,1516282.80029297
"AP_5_01909400",0,0
"AP_5_01909500",0,0
"AP_5_01909600",0,0
"AP_5_01910400",2044.24853515625,1839823.68164062
"AP_5_01904700",59.2712516784668,53344.1265106201
"AP_5_01904800",0,0
"AP_5_01904600",0,0
"AP_5_01910500",315.531341552734,283978.207397461
"AP_5_01904900",0,0
"AP_5_01901200",0,0
"AP_5_01901400",56.1008224487305,50490.7402038574
"AP_5_01910800",12900.291015625,11610261.9140625
"AP_5_01901500",9.00018978118896,8100.17080307007
"AP_5_01901300",0,0
"AP_5_01901600",0,0
"AP_5_01910600",0,0
"AP_5_01904100",9,8100
"AP_5_01901700",0,0
"AP_5_01901800",0,0
"AP_5_01904500",0,0
"AP_5_01905000",0,0
"AP_5_01904200",29.640157699585,26676.1419296265
"AP_5_01901900",0,0
"AP_5_01902000",0,0
"AP_5_01910900",0,0
"AP_5_01905100",0,0
"AP_5_01904400",21,18900
"AP_5_01905200",0,0
"AP_5_01904300",1.99846112728119,1798.61501455307
"AP_5_01905300",1,900
"AP_5_01902100",0,0
"AP_5_01905800",0,0
"AP_5_01902200",1,900
"AP_5_01905900",3,2700
"AP_5_01905400",0,0
"AP_5_01905500",0,0
"AP_5_01905700",0,0
"AP_5_01905600",0,0
"AP_5_01906000",0,0
"AP_5_01911300",2,1800
"AP_5_01906100",5,4500
"AP_5_01906200",16,14400
"AP_5_01911000",13,11700
"AP_5_01906600",32,28800
"AP_5_01911200",9,8100
"AP_5_01906700",247.766296386719,222989.666748047
"AP_5_01908400",35,31500
"AP_5_01911500",952.895690917969,857606.121826172
"AP_5_01906300",0,0
"AP_5_01911100",0,0
"AP_5_01902300",1.98241925239563,1784.17732715607
"AP_5_01903000",0.0175807103514671,15.8226393163204
"AP_5_01908300",0,0
"AP_5_01908200",0,0
"AP_5_01902400",0,0
"AP_5_01907400",0,0
"AP_5_01911400",79,71100
"AP_5_01903100",63,56700
"AP_5_01902500",40.5867881774902,36528.1093597412
"AP_5_01908100",1,900
"AP_5_01907700",0,0
"AP_5_01907600",6,5400
"AP_5_01907500",0,0
"AP_5_01903600",1,900
"AP_5_01902900",3,2700
"AP_5_01913800",3,2700
"AP_5_01908000",0,0
"AP_5_01913700",14,12600
"AP_5_01906400",0,0
"AP_5_01893900",690.788391113281,621709.552001953
"AP_5_01908500",15.7746849060059,14197.2164154053
"AP_5_01911600",539.305847167969,485375.262451172
"AP_5_01902800",0,0
"AP_5_01913900",19,17100
"AP_5_01902600",1,900
"AP_5_01908900",0,0
"AP_5_01909000",0,0
"AP_5_01903700",2,1800
"AP_5_01907800",6,5400
"AP_5_01907900",2,1800
"AP_5_01902700",0,0
"AP_5_01907300",35.7779197692871,32200.1277923584
"AP_5_01903400",0,0
"AP_5_01908800",1,900
"AP_5_01913600",4,3600
"AP_5_01909100",0,0
"AP_5_01908600",4.27807760238647,3850.26984214783
"AP_5_01903200",68.5757751464844,61718.1976318359
"AP_5_01916000",6,5400
"AP_5_01907100",11,9900
"AP_5_01907200",8.57912158966064,7721.20943069458
"AP_5_01909200",1,900
"AP_5_01903500",0,0
"AP_5_01908700",5,4500
"AP_5_01894500",1202.62512207031,1082362.60986328
"AP_5_01914200",1,900
"AP_5_01903300",53,47700
"AP_5_01906800",2,1800
"AP_5_01915800",42.4497451782227,38204.7706604004
"AP_5_01915900",152.247085571289,137022.37701416
"AP_5_01899000",9,8100
"AP_5_01916200",4,3600
"AP_5_01903800",0,0
"AP_5_01907000",0,0
"AP_5_01906900",24.4208793640137,21978.7914276123
"AP_5_01918100",24,21600
"AP_5_01915500",37,33300
"AP_5_01916100",1,900
"AP_5_01914000",41.6510429382324,37485.9386444092
"AP_5_01894300",152.643081665039,137378.773498535
"AP_5_01894200",1,900
"AP_5_01903900",23,20700
"AP_5_01909300",0,0
"AP_5_01911700",0,0
"AP_5_01893800",3,2700
"AP_5_01917400",427.991394042969,385192.254638672
"AP_5_01911800",646.132019042969,581518.817138672
"AP_5_01904000",91.4242248535156,82281.8023681641
"AP_5_01914300",18,16200
"AP_5_01914100",14,12600
"AP_5_01914400",13.8489761352539,12464.0785217285
"AP_5_01916300",421.694641113281,379525.177001953
"AP_5_01918200",6,5400
"AP_5_01899100",9.84540843963623,8860.86759567261
"AP_5_01911900",6,5400
"AP_5_01912000",1,900
"AP_5_01918000",32.6927337646484,29423.4603881836
"AP_5_01894600",40,36000
"AP_5_01898900",0,0
"AP_5_01917900",4,3600
"AP_5_01912500",227.937957763672,205144.161987305
"AP_5_01915600",28,25200
"AP_5_01912100",276.811401367188,249130.261230469
"AP_5_01917300",53.4212074279785,48079.0866851807
"AP_5_01918400",516.1845703125,464566.11328125
"AP_5_01899200",3,2700
"AP_5_01912200",270.052825927734,243047.543334961
"AP_5_01893700",7,6300
"AP_5_01918300",4,3600
"AP_5_01917800",0,0
"AP_5_01912400",125.966415405273,113369.773864746
"AP_5_01893000",221.996032714844,199796.429443359
"AP_5_01894700",0,0
"AP_5_01899300",0,0
"AP_5_01912800",336.849334716797,303164.401245117
"AP_5_01912300",24.11208152771,21700.873374939
"AP_5_01917700",1550.28942871094,1395260.48583984
"AP_5_01892800",384.287017822266,345858.316040039
"AP_5_01899500",15,13500
"AP_5_01893600",3,2700
"AP_5_01915700",289.93505859375,260941.552734375
"AP_5_01893500",9,8100
"AP_5_01912700",71.7309188842773,64557.8269958496
"AP_5_01915000",91.5621948242188,82405.9753417969
"AP_5_01918500",2,1800
"AP_5_01915100",42.4378089904785,38194.0280914307
"AP_5_01914500",14,12600
"AP_5_01091300",735.38818359375,661849.365234375
"AP_5_01895100",12,10800
"AP_5_01912600",137.774658203125,123997.192382812
"AP_5_01899800",39,35100
"AP_5_01914600",0,0
"AP_5_01894800",3,2700
"AP_5_01899900",1,900
"AP_5_01899400",0,0
"AP_5_01895300",2,1800
"AP_5_01916400",21.2907276153564,19161.6548538208
"AP_5_01912900",1018.94067382812,917046.606445312
"AP_5_01899700",3,2700
"AP_5_01915200",174.694107055664,157224.696350098
"AP_5_01900000",592.890808105469,533601.727294922
"AP_5_01892900",1.34013569355011,1206.1221241951
"AP_5_01893400",269.148651123047,242233.786010742
"AP_5_01917500",253.431991577148,228088.792419434
"AP_5_01899600",9,8100
"AP_5_01895200",0,0
"AP_5_01914800",4,3600
"AP_5_01894900",58.5544471740723,52699.002456665
"AP_5_01919300",485.117584228516,436605.825805664
"AP_5_01916500",12,10800
"AP_5_01914700",8.45369529724121,7608.32576751709
"AP_5_01918600",1403.48986816406,1263140.88134766
"AP_5_01917600",681.19482421875,613075.341796875
"AP_5_01919200",71.2533950805664,64128.0555725098
"AP_5_01926000",49,44100
"AP_5_01919100",170.505279541016,153454.751586914
"AP_5_01895000",0,0
"AP_5_01913000",178.434844970703,160591.360473633
"AP_5_01913100",384.121643066406,345709.478759766
"AP_5_01916700",72.875114440918,65587.6029968262
"AP_5_01918700",427.502105712891,384751.895141602
"AP_5_01913200",146.932739257812,132239.465332031
"AP_5_01916600",31,27900
"AP_5_01900100",15,13500
"AP_5_01927800",68.5476989746094,61692.9290771484
"AP_5_01893300",1021.61614990234,919454.534912109
"AP_5_01895400",1815.40710449219,1633866.39404297
"AP_5_01914900",7,6300
"AP_5_01915300",286.167419433594,257550.677490234
"AP_5_01916800",33.9531898498535,30557.8708648682
"AP_5_01893100",245.529693603516,220976.724243164
"AP_5_01927900",277.7578125,249982.03125
"AP_5_01091400",892.310852050781,803079.766845703
"AP_5_01919000",485.866973876953,437280.276489258
"AP_5_01900400",4,3600
"AP_5_01926900",359.121795654297,323209.616088867
"AP_5_01926700",683.565368652344,615208.831787109
"AP_5_01900300",7,6300
"AP_5_01913300",62.0582618713379,55852.4356842041
"AP_5_01916900",446.419921875,401777.9296875
"AP_5_01900200",6,5400
"AP_5_01893200",168.126983642578,151314.28527832
"AP_5_01917000",8,7200
"AP_5_01913500",5.84036588668823,5256.32929801941
"AP_5_01926100",15.1626968383789,13646.427154541
"AP_5_01913400",111.131332397461,100018.199157715
"AP_5_01919400",300.954864501953,270859.378051758
"AP_5_01927100",1554.55224609375,1399097.02148438
"AP_5_01917100",19.2707481384277,17343.673324585
"AP_5_01927700",57.1082382202148,51397.4143981934
"AP_5_01895500",41.8664398193359,37679.7958374023
"AP_5_01915400",141.586471557617,127427.824401855
"AP_5_01901100",2,1800
"AP_5_01928000",520.411071777344,468369.964599609
"AP_5_01927000",1469.34887695312,1322413.98925781
"AP_5_01900500",0,0
"AP_5_01920100",25.7868404388428,23208.1563949585
"AP_5_01918800",13.4506454467773,12105.5809020996
"AP_5_01927600",408.189086914062,367370.178222656
"AP_5_01927500",395.363800048828,355827.420043945
"AP_5_01900600",2,1800
"AP_5_01895600",8.6669340133667,7800.24061203003
"AP_5_01921500",17.2836742401123,15555.3068161011
"AP_5_41501000",2149.4921875,1934542.96875
"AP_5_01920000",17,15300
"AP_5_01919900",0,0
"AP_5_01917200",8,7200
"AP_5_01919700",1,900
"AP_5_01919800",6,5400
"AP_5_01924700",240.27131652832,216244.184875488
"AP_5_01918900",50.0873985290527,45078.6586761475
"AP_5_01896200",37.2590370178223,33533.13331604
"AP_5_01919600",45,40500
"AP_5_01924600",89.4880218505859,80539.2196655273
"AP_5_01920500",58,52200
"AP_5_01895900",143.460784912109,129114.706420898
"AP_5_01926200",635.552368164062,571997.131347656
"AP_5_01895800",0,0
"AP_5_01927200",796.398254394531,716758.428955078
"AP_5_01895700",5,4500
"AP_5_01921600",3,2700
"AP_5_01900700",0,0
"AP_5_01920200",10,9000
"AP_5_01900900",5,4500
"AP_5_01921200",20,18000
"AP_5_01926600",16.6182041168213,14956.3837051392
"AP_5_01920300",3,2700
"AP_5_01921300",5.26171112060547,4735.54000854492
"AP_5_01927400",189.086807250977,170178.126525879
"AP_5_01919500",12,10800
"AP_5_01926800",28.6611995697021,25795.0796127319
"AP_5_01900800",3,2700
"AP_5_01927300",3,2700
"AP_5_01928100",79.0104446411133,71109.400177002
"AP_5_01901000",17.4301414489746,15687.1273040771
"AP_5_01921400",6.73828887939453,6064.45999145508
"AP_5_01929000",1148.48950195312,1033640.55175781
"AP_5_01896300",4.22373485565186,3801.36137008667
