"UniqueID","Other","DryAqua","Aqua","DryAqua_area_m2","Aqua_area_m2"
"AP_4_01755200",15608,0,0,0,0
"AP_4_01755500",3629,0,0,0,0
"AP_4_01755400",915,0,0,0,0
"AP_4_01755700",1849,0,0,0,0
"AP_4_01755600",1499,0,0,0,0
"AP_4_01756000",12075,0,0,0,0
"AP_4_01755100",2582,0,0,0,0
"AP_4_01755800",4359,0,0,0,0
"AP_4_01755900",783,0,0,0,0
"AP_4_01756400",4552,0,0,0,0
"AP_4_01756100",1826,0,0,0,0
"AP_4_01756200",2581,0,0,0,0
"AP_4_01755000",5134,0,0,0,0
"AP_4_01756500",3868,0,0,0,0
"AP_4_01756600",4902,0,0,0,0
"AP_4_01756300",3081,0,0,0,0
"AP_4_01756700",5341,0,0,0,0
"AP_4_01754900",17462,0,0,0,0
"AP_4_01756800",5881,0,0,0,0
"AP_4_01754800",3047,0,0,0,0
"AP_4_01773500",4190,0,0,0,0
"AP_4_01757000",4465,0,0,0,0
"AP_4_01754700",11269,0,0,0,0
"AP_4_01773400",931,0,0,0,0
"AP_4_01757200",15080,0,0,0,0
"AP_4_01756900",6523,0,0,0,0
"AP_4_01757100",8427,0,0,0,0
"AP_4_01773100",1394,0,0,0,0
"AP_4_01758200",9101,0,0,0,0
"AP_4_01773900",2784,0,0,0,0
"AP_4_01773600",1622,0,0,0,0
"AP_4_01776700",126216,0,0,0,0
"AP_4_01776900",14598,0,0,0,0
"AP_4_01772900",4071,0,0,0,0
"AP_4_01758300",3676,0,0,0,0
"AP_4_01758000",1410,0,0,0,0
"AP_4_01758100",3716,0,0,0,0
"AP_4_01757300",2177,0,0,0,0
"AP_4_01776800",2569,0,0,0,0
"AP_4_01757900",5862,0,0,0,0
"AP_4_01758400",2042,0,0,0,0
"AP_4_01758500",4837,0,0,0,0
"AP_4_01776600",2465,0,0,0,0
"AP_4_01757800",1549,0,0,0,0
"AP_4_01757400",4754,0,0,0,0
"AP_4_01777000",11990,0,0,0,0
"AP_4_01758700",9170,1,0,900,0
"AP_4_01758600",3739,0,0,0,0
"AP_4_01757700",2299,0,0,0,0
"AP_4_01757600",2707,0,0,0,0
"AP_4_01790100",4509,0,0,0,0
"AP_4_01758800",4823,0,0,0,0
"AP_4_01790500",5133,0,1,0,900
"AP_4_01780600",324,0,0,0,0
"AP_4_01790000",3243,0,0,0,0
"AP_4_01790600",3123,0,1,0,900
"AP_4_01790400",4595,0,0,0,0
"AP_4_01780800",487,0,0,0,0
"AP_4_01790700",9061,0,0,0,0
"AP_4_01759000",1670,0,0,0,0
"AP_4_01759300",13025,0,0,0,0
"AP_4_01758900",2751,0,0,0,0
"AP_4_01777100",2225,0,0,0,0
"AP_4_01790800",3239,0,0,0,0
"AP_4_01791200",3033,0,2,0,1800
"AP_4_01757500",6987,0,0,0,0
"AP_4_01759100",6794,0,0,0,0
"AP_4_01792000",13526,0,2,0,1800
"AP_4_01790900",5365,0,3,0,2700
"AP_4_01781200",586,0,0,0,0
"AP_4_01791000",7189,0,6,0,5400
"AP_4_01760800",4195,0,0,0,0
"AP_4_01791100",5335,0,3,0,2700
"AP_4_01759200",5822,0,0,0,0
"AP_4_01791300",2727,0,1,0,900
"AP_4_01759400",6940,0,0,0,0
"AP_4_01782200",344,0,0,0,0
"AP_4_01760900",6385,0,0,0,0
"AP_4_01791700",10279,0,0,0,0
"AP_4_01791900",6199,0,0,0,0
"AP_4_01791400",2157,0,0,0,0
"AP_4_01782300",344,0,0,0,0
"AP_4_01760700",3610,0,0,0,0
"AP_4_01791500",3723,0,0,0,0
"AP_4_01761100",5248,0,0,0,0
"AP_4_01761200",2817,0,0,0,0
"AP_4_01792100",5370,0,1,0,900
"AP_4_01761700",3959,0,0,0,0
"AP_4_01791800",5617,0,5,0,4500
"AP_4_01761300",2469,0,0,0,0
"AP_4_01791600",2503,0,0,0,0
"AP_4_01759500",9240,0,0,0,0
"AP_4_01792500",18847,0,125,0,112500
"AP_4_01761400",2859,0,0,0,0
"AP_4_01760600",9271,0,0,0,0
"AP_4_01761000",4438,0,9,0,8100
"AP_4_01760500",5660,0,0,0,0
"AP_4_01792300",5072,0,1,0,900
"AP_4_01761500",8381,0,0,0,0
"AP_4_01761600",2178,0,0,0,0
"AP_4_01792400",1994,0,2,0,1800
"AP_4_01759600",4833,0,0,0,0
"AP_4_01792200",627,0,0,0,0
"AP_4_01760400",11582,0,0,0,0
"AP_4_01793500",5683,0,0,0,0
"AP_4_01760200",7322,0,0,0,0
"AP_4_01029900",13487,0,4,0,3600
"AP_4_01816300",4082,0,0,0,0
"AP_4_01792600",1082,0,0,0,0
"AP_4_01798300",17387,42,63,37800,56700
"AP_4_01816200",3632,0,0,0,0
"AP_4_01759700",3677,0,0,0,0
"AP_4_01793200",1892,1,20,900,18000
"AP_4_01760300",4698,0,0,0,0
"AP_4_01814800",3206,0,0,0,0
"AP_4_01792700",534,0,0,0,0
"AP_4_01816100",3124,0,0,0,0
"AP_4_01815900",8909,0,0,0,0
"AP_4_01798600",17337,0,3,0,2700
"AP_4_01793300",1969,0,22,0,19800
"AP_4_01793100",1040,0,0,0,0
"AP_4_01792800",2037,0,1,0,900
"AP_4_01793800",585,0,0,0,0
"AP_4_01793700",2702,0,0,0,0
"AP_4_01793400",4230,0,0,0,0
"AP_4_01816400",5693,0,0,0,0
"AP_4_01674000",904,0,0,0,0
"AP_4_01761800",45348,0,646,0,581400
"AP_4_01793600",11092,0,41,0,36900
"AP_4_01816000",5772,0,0,0,0
"AP_4_01759800",6887,0,0,0,0
"AP_4_01815800",9485,0,0,0,0
"AP_4_01760100",6143,0,0,0,0
"AP_4_01814900",7641,0,0,0,0
"AP_4_01792900",2438,0,1,0,900
"AP_4_01816600",18450,0,0,0,0
"AP_4_01760000",6562,0,0,0,0
"AP_4_01815700",9330,0,0,0,0
"AP_4_01816500",4583,0,0,0,0
"AP_4_01675000",1169,0,0,0,0
"AP_4_01793000",987,0,0,0,0
"AP_4_01798500",10637,0,28,0,25200
"AP_4_01798700",3296,0,0,0,0
"AP_4_01759900",2320,0,0,0,0
"AP_4_01793900",4526,0,2,0,1800
"AP_4_01815000",18840,0,0,0,0
"AP_4_01815100",3611,0,0,0,0
"AP_4_01785800",1188,0,0,0,0
"AP_4_01796300",824,0,0,0,0
"AP_4_01794200",12846,0,0,0,0
"AP_4_01815600",1909,0,0,0,0
"AP_4_01796400",1038,0,0,0,0
"AP_4_01673900",1316,0,0,0,0
"AP_4_01794300",16454,0,4,0,3600
"AP_4_01801200",6879,0,0,0,0
"AP_4_01796500",10316,0,0,0,0
"AP_4_01815200",8234,0,0,0,0
"AP_4_01794000",1497,0,0,0,0
"AP_4_01796200",1359,0,0,0,0
"AP_4_01815500",3108,0,0,0,0
"AP_4_01815400",7392,0,0,0,0
"AP_4_01816700",2329,0,0,0,0
"AP_4_01794500",1817,0,0,0,0
"AP_4_01798400",7683,2,16,1800,14400
"AP_4_01794600",1915,0,14,0,12600
