"UniqueID","saline_pixel_count","saline_area_m2"
"TN_5_01051900",10031.3291015625,9028196.19140625
"TN_5_01000400",527.490356445312,474741.320800781
"TN_5_01051800",592.877685546875,533589.916992188
"TN_5_01005800",487.785461425781,439006.915283203
"TN_5_01052200",1170.08740234375,1053078.66210938
"TN_5_01052000",85.7232284545898,77150.9056091309
"TN_5_01052400",2902.658203125,2612392.3828125
"TN_5_01052100",28.9826622009277,26084.395980835
"TN_5_01052300",574.098937988281,516689.044189453
"TN_5_01052500",28.0604610443115,25254.4149398804
"TN_5_01053700",925.605651855469,833045.086669922
"TN_5_01052700",374.934692382812,337441.223144531
"TN_5_01052800",2011.72717285156,1810554.45556641
"TN_5_01052600",2,1800
"TN_5_01053600",37.9917526245117,34192.5773620605
"TN_5_01053800",545.898071289062,491308.264160156
"TN_5_01053400",53.0082473754883,47707.4226379395
"TN_5_01053100",66.8286743164062,60145.8068847656
"TN_5_01053300",11,9900
"TN_5_01052900",1154.17541503906,1038757.87353516
"TN_5_01054100",1,900
"TN_5_01054200",0.248323395848274,223.491056263447
"TN_5_01053000",25,22500
"TN_5_01053200",0,0
"TN_5_01053500",0,0
"TN_5_01054000",415.14599609375,373631.396484375
"TN_5_01054300",2.54970598220825,2294.73538398743
"TN_5_01054600",1.49764060974121,1347.87654876709
"TN_5_01054700",58,52200
"TN_5_01054400",14.4502935409546,13005.2641868591
"TN_5_01054500",10.5023593902588,9452.12345123291
"TN_5_01055600",0,0
"TN_5_01054800",2651.71264648438,2386541.38183594
"TN_5_01055800",0,0
"TN_5_01022300",261.445434570312,235300.891113281
"TN_5_01055300",6,5400
"TN_5_01055500",3,2700
"TN_5_01055700",0,0
"TN_5_01055400",1,900
"TN_5_01055900",325.16357421875,292647.216796875
"TN_5_01055600",0,0
"TN_5_01022200",1228.71032714844,1105839.29443359
"TN_5_01022400",139.861022949219,125874.920654297
"TN_5_41901000",30,27000
"TN_5_01055000",183.858825683594,165472.943115234
"TN_5_01055100",14.1404361724854,12726.3925552368
"TN_5_01055200",0,0
"TN_5_01056100",0,0
"TN_5_01056000",0,0
"TN_5_01056200",6,5400
"TN_5_01056300",172.472366333008,155225.129699707
"TN_5_01056600",0,0
"TN_5_01060400",1308.41394042969,1177572.54638672
"TN_5_01060600",72.9385528564453,65644.6975708008
"TN_5_01054900",1139.04382324219,1025139.44091797
"TN_5_01060500",716.901916503906,645211.724853516
"TN_5_01056500",0,0
"TN_5_01057500",1459.54968261719,1313594.71435547
"TN_5_01056400",18,16200
"TN_5_01021700",803.096374511719,722786.737060547
"TN_5_01060800",1035.19702148438,931677.319335938
"TN_5_01057200",50.0543937683105,45048.9543914795
"TN_5_01056700",0,0
"TN_5_01057100",20.3176822662354,18285.9140396118
"TN_5_01057300",1364.67016601562,1228203.14941406
"TN_5_01021600",767.177124023438,690459.411621094
"TN_5_01057000",4,3600
"TN_5_01060700",0,0
"TN_5_01056900",2.04346060752869,1839.11454677582
"TN_5_01056800",0,0
"TN_5_01061700",0,0
"TN_5_01057400",105.821601867676,95239.4416809082
"TN_5_41902000",5.95653915405273,5360.88523864746
"TN_5_41903000",977.872436523438,880085.192871094
"TN_5_01058200",6,5400
"TN_5_01061500",0,0
"TN_5_01058100",0,0
"TN_5_01061600",1,900
"TN_5_01058400",1,900
"TN_5_01058300",0,0
"TN_5_01061800",26,23400
"TN_5_01058000",4,3600
"TN_5_01057600",1429.97839355469,1286980.55419922
"TN_5_01061100",1494.78723144531,1345308.50830078
"TN_5_01061900",0,0
"TN_5_01058500",8,7200
"TN_5_01061200",742.584777832031,668326.300048828
"TN_5_01061400",0,0
"TN_5_01057900",1,900
"TN_5_01061000",843.73046875,759357.421875
"TN_5_01059600",27.0915966033936,24382.4369430542
"TN_5_01057800",145.384475708008,130846.028137207
"TN_5_01062200",1,900
"TN_5_01059300",0,0
"TN_5_01061300",0,0
"TN_5_01062100",0,0
"TN_5_01059100",2,1800
"TN_5_01057700",849.394836425781,764455.352783203
"TN_5_01058700",9,8100
"TN_5_01058600",6,5400
"TN_5_01062500",0,0
"TN_5_01059400",30.9084033966064,27817.5630569458
"TN_5_01062300",0,0
"TN_5_01062400",2,1800
"TN_5_01059800",61.4127311706543,55271.4580535889
"TN_5_01059200",0.0233540292829275,21.0186263546348
"TN_5_01062000",0,0
"TN_5_01155800",995.113159179688,895601.843261719
"TN_5_01063200",10,9000
"TN_5_01059900",1555.18432617188,1399665.89355469
"TN_5_01063100",10,9000
"TN_5_01062600",2,1800
"TN_5_01062800",0,0
"TN_5_01059700",2,1800
"TN_5_01063400",60.901985168457,54811.7866516113
"TN_5_01155900",530.841674804688,477757.507324219
"TN_5_01062900",0,0
"TN_5_01059500",0,0
"TN_5_01059000",2.97664594650269,2678.98135185242
"TN_5_01063000",13,11700
"TN_5_01063300",8.91807460784912,8026.26714706421
"TN_5_01156100",2,1800
"TN_5_01058800",10.9785223007202,9880.67007064819
"TN_5_01063600",8.00289058685303,7202.60152816772
"TN_5_01058900",0,0
"TN_5_01060000",4,3600
"TN_5_01156000",1.89882051944733,1708.93846750259
"TN_5_01060100",21,18900
"TN_5_01063800",0,0
"TN_5_01063500",12.964599609375,11668.1396484375
"TN_5_01063700",5,4500
"TN_5_01156200",0,0
"TN_5_01156300",210.970794677734,189873.715209961
"TN_5_01062700",0,0
"TN_5_01063900",0,0
"TN_5_01072500",0,0
"TN_5_01072600",27.5174655914307,24765.7190322876
"TN_5_01072700",5.8102765083313,5229.24885749817
"TN_5_01072000",0,0
"TN_5_01072300",0,0
"TN_5_01156000",135.165725708008,121649.153137207
"TN_5_01071900",0,0
"TN_5_01064600",0,0
"TN_5_01072800",51.5094566345215,46358.5109710693
"TN_5_01064500",2.04490828514099,1840.41745662689
"TN_5_01071800",3,2700
"TN_5_01060200",1272.84924316406,1145564.31884766
"TN_5_01064300",1,900
"TN_5_01064800",0,0
"TN_5_01064000",0,0
"TN_5_01072900",36.0986175537109,32488.7557983398
"TN_5_01064400",0,0
"TN_5_01072100",0,0
"TN_5_01064700",2,1800
"TN_5_01064200",0,0
"TN_5_01065000",2,1800
"TN_5_01064900",4.18901968002319,3770.11771202087
"TN_5_01064100",37.7993392944336,34019.4053649902
"TN_5_01065100",0,0
"TN_5_41904000",56.468376159668,50821.5385437012
"TN_5_01072400",0,0
"TN_5_01073800",5,4500
"TN_5_01073700",46,41400
"TN_5_01072200",0,0
"TN_5_01073600",22.4627361297607,20216.4625167847
"TN_5_01073500",4,3600
"TN_5_01073200",36.5287170410156,32875.8453369141
"TN_5_01065200",14,12600
"TN_5_01065300",0,0
"TN_5_01066200",4,3600
"TN_5_01074000",0,0
"TN_5_01073900",0,0
"TN_5_01073300",6.18450593948364,5566.05534553528
"TN_5_01065700",24.531623840332,22078.4614562988
"TN_5_01073000",457.087310791016,411378.579711914
"TN_5_01074100",0,0
"TN_5_01065600",6,5400
"TN_5_01073400",6.91541004180908,6223.86903762817
"TN_5_01064200",0,0
"TN_5_01065900",0,0
"TN_5_01073100",1104.47998046875,994031.982421875
"TN_5_01074400",4,3600
"TN_5_01074200",28,25200
"TN_5_01158800",1001.09362792969,900984.265136719
"TN_5_01065500",0,0
"TN_5_01066100",1,900
"TN_5_01066300",0,0
"TN_5_01066000",0,0
"TN_5_41905000",0,0
"TN_5_01065400",0,0
"TN_5_01065800",8,7200
"TN_5_01065900",5,4500
"TN_5_01074300",53.4747619628906,48127.2857666016
"TN_5_01073100",90.0087966918945,81007.9170227051
"TN_5_01074900",75.5252380371094,67972.7142333984
"TN_5_01075300",0,0
"TN_5_01066600",0,0
"TN_5_01158900",0,0
"TN_5_01066700",0,0
"TN_5_01066900",0,0
"TN_5_01075200",17,15300
"TN_5_01074700",278.094818115234,250285.336303711
"TN_5_01074500",1476.87341308594,1329186.07177734
"TN_5_01159000",423.982086181641,381583.877563477
"TN_5_01066400",0,0
"TN_5_01066500",0,0
"TN_5_01066800",0,0
"TN_5_01067300",0,0
"TN_5_01075400",0,0
"TN_5_01067600",0,0
"TN_5_01067100",0,0
"TN_5_01067200",1,900
"TN_5_01075100",1,900
"TN_5_01067000",0,0
"TN_5_01067400",0,0
"TN_5_01075000",15.3327617645264,13799.4855880737
"TN_5_01067500",1,900
"TN_5_01067700",0,0
"TN_5_01068700",2,1800
"TN_5_01068400",8,7200
"TN_5_01074800",112.334144592285,101100.730133057
"TN_5_01067800",0,0
"TN_5_01068800",1,900
"TN_5_01075900",0,0
"TN_5_01068500",4,3600
"TN_5_01068600",25,22500
"TN_5_01074600",728.668151855469,655801.336669922
"TN_5_01075800",0,0
"TN_5_01075600",3,2700
"TN_5_01075700",17,15300
"TN_5_41905000",0,0
"TN_5_01075500",18.5403137207031,16686.2823486328
"TN_5_01068300",0,0
"TN_5_01161000",398.199645996094,358379.681396484
"TN_5_01069200",1,900
"TN_5_01068000",0,0
"TN_5_01076300",71.5039367675781,64353.5430908203
"TN_5_01076100",55.667236328125,50100.5126953125
"TN_5_01068900",2,1800
"TN_5_01076000",9,8100
"TN_5_01068100",2,1800
"TN_5_01076200",206.005325317383,185404.792785645
"TN_5_01067900",0,0
"TN_5_01069700",15,13500
"TN_5_01069500",7,6300
"TN_5_01068200",2,1800
"TN_5_41906000",2041.80773925781,1837626.96533203
"TN_5_01069400",3,2700
"TN_5_01076800",4,3600
"TN_5_01069900",0,0
"TN_5_01077300",5,4500
"TN_5_01077000",30,27000
"TN_5_01070000",0,0
"TN_5_01077400",3.45968699455261,3113.71829509735
"TN_5_01069800",28.4294548034668,25586.5093231201
"TN_5_01077600",0,0
"TN_5_01077500",0,0
"TN_5_01076400",94.3593597412109,84923.4237670898
"TN_5_01069600",33.7428932189941,30368.6038970947
"TN_5_01069300",26.2571086883545,23631.397819519
"TN_5_01069100",5,4500
"TN_5_01161100",644.14404296875,579729.638671875
"TN_5_01077200",5,4500
"TN_5_01076900",5,4500
"TN_5_01076600",31,27900
"TN_5_01076700",11,9900
"TN_5_01070100",2,1800
"TN_5_01077100",0,0
"TN_5_01069000",18,16200
"TN_5_01070200",4.57054615020752,4113.49153518677
"TN_5_01070600",26.1265869140625,23513.9282226562
"TN_5_01077700",0,0
"TN_5_01078300",36.4946670532227,32845.2003479004
"TN_5_01162900",22.1987590789795,19978.8831710815
"TN_5_01070400",0,0
"TN_5_01071300",1,900
"TN_5_01078000",6,5400
"TN_5_01076500",2,1800
"TN_5_01077900",5,4500
"TN_5_01070300",4,3600
"TN_5_01071200",1,900
"TN_5_01078200",51.3583106994629,46222.4796295166
"TN_5_01070500",60.1838340759277,54165.450668335
"TN_5_01077800",15,13500
"TN_5_01118300",5,4500
"TN_5_01118200",1859.09033203125,1673181.29882812
"TN_5_01078100",1,900
"TN_5_01070700",1531.22863769531,1378105.77392578
"TN_5_01071500",0,0
"TN_5_01071400",0,0
"TN_5_01070800",12.4883298873901,11239.4968986511
"TN_5_01118400",1,900
"TN_5_01071600",0,0
"TN_5_01163100",0.311020791530609,279.918712377548
"TN_5_01071100",782.365600585938,704129.040527344
"TN_5_01071700",0,0
"TN_5_01071000",3.32445430755615,2992.00887680054
