"UniqueID","Other","DryAqua","Aqua","DryAqua_area_m2","Aqua_area_m2"
"TN_1_00000300",12221,0,38,0,34200
"TN_1_00000500",4585,0,0,0,0
"TN_1_00000400",8331,0,0,0,0
"TN_1_00001600",18498,236,258,212400,232200
"TN_1_00000900",1099,17,64,15300,57600
"TN_1_00000600",11974,15,44,13500,39600
"TN_1_00000800",12373,18,117,16200,105300
"TN_1_00000700",11404,0,15,0,13500
"TN_1_00008600",2099,3,154,2700,138600
"TN_1_00008700",4161,378,176,340200,158400
"TN_1_00008400",3863,5,43,4500,38700
"TN_1_00008300",2069,4,7,3600,6300
"TN_1_00001200",4414,5,1174,4500,1056600
"TN_1_00002500",7773,0,4,0,3600
"TN_1_00002300",7242,40,15,36000,13500
"TN_1_00001900",6275,3,76,2700,68400
"TN_1_00001400",1631,0,270,0,243000
"TN_1_00001800",4014,1,10,900,9000
"TN_1_00009100",3308,5,26,4500,23400
"TN_1_00002000",17617,22,50,19800,45000
"TN_1_00009500",3106,0,15,0,13500
"TN_1_00009000",5061,2,79,1800,71100
"TN_1_00002200",11629,61,69,54900,62100
"TN_1_00001500",4281,5,628,4500,565200
"TN_1_00009400",800,0,69,0,62100
"TN_1_00001700",1748,0,77,0,69300
"TN_1_00001300",1056,0,128,0,115200
"TN_1_00009200",1506,0,20,0,18000
"TN_1_00002100",7344,14,82,12600,73800
"TN_1_00009300",2258,0,88,0,79200
"TN_1_00003700",4414,26,19,23400,17100
"TN_1_00010100",14437,8,100,7200,90000
"TN_1_00009600",4420,0,214,0,192600
"TN_1_00004100",2763,0,42,0,37800
"TN_1_00009700",5495,0,3,0,2700
"TN_1_00003900",7150,0,38,0,34200
"TN_1_00003800",5053,1,3,900,2700
"TN_1_00002600",11889,3,37,2700,33300
"TN_1_00003600",10594,9,176,8100,158400
"TN_1_00004000",5513,0,0,0,0
"TN_1_00010200",2345,125,114,112500,102600
"TN_1_00004300",4545,0,29,0,26100
"TN_1_00004400",3237,0,5,0,4500
"TN_1_00004200",3165,0,2,0,1800
"TN_1_00003300",10551,22,369,19800,332100
"TN_1_00009800",2248,6,0,5400,0
"TN_1_00009900",2187,1,0,900,0
"TN_1_00005600",18551,31,49,27900,44100
"TN_1_00003500",3514,0,21,0,18900
"TN_1_00012300",6249,795,409,715500,368100
"TN_1_00010000",2262,8,0,7200,0
"TN_1_00010700",4291,1,4,900,3600
"TN_1_00010600",9117,25,124,22500,111600
"TN_1_00003000",12256,39,286,35100,257400
"TN_1_00003200",7396,0,1,0,900
"TN_1_00003400",220,0,0,0,0
"TN_1_00003400",2869,0,7,0,6300
"TN_1_40101000",5614,12,5,10800,4500
"TN_1_00004600",12534,1,80,900,72000
"TN_1_00003100",4529,0,0,0,0
"TN_1_00005400",2130,0,58,0,52200
"TN_1_00002900",3533,2,0,1800,0
"TN_1_00010900",8104,8,1,7200,900
"TN_1_00004500",481,0,0,0,0
"TN_1_00005500",960,13,26,11700,23400
"TN_1_00005700",4369,0,35,0,31500
"TN_1_00004800",1110,0,0,0,0
"TN_1_00005300",4576,0,9,0,8100
"TN_1_00004900",1123,0,0,0,0
"TN_1_00005900",7903,3,21,2700,18900
"TN_1_00004700",2532,0,14,0,12600
"TN_1_00011300",1201,0,0,0,0
"TN_1_00010800",1844,0,0,0,0
"TN_1_00007600",8324,4,0,3600,0
"TN_1_00012400",5245,572,432,514800,388800
"TN_1_00005100",1291,0,2,0,1800
"TN_1_00006100",14504,532,83,478800,74700
"TN_1_00011000",1291,0,0,0,0
"TN_1_00011200",1347,0,13,0,11700
"TN_1_00011800",15274,12,0,10800,0
"TN_1_00012000",5258,2,18,1800,16200
"TN_1_00005000",195,0,0,0,0
"TN_1_00005200",3479,1,8,900,7200
"TN_1_00011400",4993,5,0,4500,0
"TN_1_00012600",5066,93,554,83700,498600
"TN_1_00011100",3082,0,3,0,2700
"TN_1_00012700",4576,0,31,0,27900
"TN_1_00011500",952,0,4,0,3600
"TN_1_00006000",4114,11,11,9900,9900
"TN_1_00012800",1846,5,5,4500,4500
"TN_1_00005800",2233,0,8,0,7200
"TN_1_00006200",12354,53,147,47700,132300
"TN_1_00008000",15292,18,14,16200,12600
"TN_1_00007700",3623,3,2,2700,1800
"TN_1_00011600",1720,0,8,0,7200
"TN_1_00011900",2505,0,0,0,0
"TN_1_00014100",3970,122,303,109800,272700
"TN_1_00007500",5726,0,85,0,76500
"TN_1_00006900",18770,0,19,0,17100
"TN_1_00011700",4326,2,0,1800,0
"TN_1_00006000",497,0,0,0,0
"TN_1_00013400",9803,74,69,66600,62100
"TN_1_00013000",9864,11,171,9900,153900
"TN_1_00007900",5658,9,3,8100,2700
"TN_1_00012900",11438,39,369,35100,332100
"TN_1_00007800",4534,0,8,0,7200
"TN_1_00013900",12781,180,581,162000,522900
"TN_1_00006300",570,0,1,0,900
"TN_1_00014000",2150,487,680,438300,612000
"TN_1_00013600",1631,1,17,900,15300
"TN_1_00013100",1981,0,0,0,0
"TN_1_00013800",355,0,10,0,9000
"TN_1_00013300",1069,0,0,0,0
"TN_1_00013700",3312,1,0,900,0
"TN_1_00013200",1081,0,0,0,0
"TN_1_00006800",2733,6,0,5400,0
"TN_1_00007400",6076,0,8,0,7200
"TN_1_00016300",2454,0,0,0,0
"TN_1_40102000",6982,0,49,0,44100
"TN_1_00023000",6686,117,95,105300,85500
"TN_1_00022600",5315,25,0,22500,0
"TN_1_00022700",3507,0,0,0,0
"TN_1_00007000",2488,0,0,0,0
"TN_1_00022900",2760,1,22,900,19800
"TN_1_40103000",10841,28,219,25200,197100
"TN_1_00022700",1525,17,0,15300,0
"TN_1_40107000",4334,1,22,900,19800
"TN_1_00016200",608,0,0,0,0
"TN_1_00022800",3417,0,12,0,10800
"TN_1_00024200",6866,0,85,0,76500
"TN_1_00008100",10639,16,19,14400,17100
"TN_1_00014200",3211,48,1651,43200,1485900
"TN_1_00016400",551,0,0,0,0
"TN_1_00013500",429,0,1,0,900
"TN_1_00014900",9533,18,179,16200,161100
"TN_1_00014600",1203,0,0,0,0
"TN_1_00016600",17415,0,10,0,9000
"TN_1_00016100",1015,0,0,0,0
"TN_1_00006400",7407,0,0,0,0
"TN_1_00039300",16766,56,4,50400,3600
"TN_1_00014500",3871,0,3,0,2700
"TN_1_00007100",3673,2,55,1800,49500
"TN_1_00006700",720,0,0,0,0
"TN_1_00014400",23062,870,3321,783000,2988900
"TN_1_00007300",1671,11,7,9900,6300
"TN_1_00023700",1076,0,0,0,0
"TN_1_00039400",17176,57,2,51300,1800
"TN_1_00007200",1082,2,6,1800,5400
"TN_1_00039000",6909,2,1,1800,900
"TN_1_00016000",1684,1,0,900,0
"TN_1_00014700",3179,0,2,0,1800
"TN_1_00025000",1734,0,1,0,900
"TN_1_00015900",2502,0,0,0,0
"TN_1_00015100",3803,0,25,0,22500
"TN_1_00024900",6003,0,0,0,0
"TN_1_00014800",938,0,0,0,0
"TN_1_00015700",616,0,0,0,0
"TN_1_00006500",2598,0,0,0,0
"TN_1_00024100",5776,0,6,0,5400
"TN_1_00023800",2446,0,0,0,0
"TN_1_00016500",990,0,0,0,0
"TN_1_00015000",1606,4,43,3600,38700
"TN_1_00024800",2747,0,0,0,0
"TN_1_00024000",4594,2,5,1800,4500
"TN_1_00006600",1528,0,13,0,11700
"TN_1_00023600",986,0,0,0,0
"TN_1_00023400",3266,0,34,0,30600
"TN_1_00023100",1980,0,70,0,63000
"TN_1_00023900",2981,0,20,0,18000
"TN_1_00015600",7699,9,1,8100,900
"TN_1_00038900",4990,0,0,0,0
"TN_1_00014300",6024,725,1085,652500,976500
"TN_1_00025100",1834,0,0,0,0
"TN_1_00043000",27210,0,0,0,0
"TN_1_00023500",408,0,0,0,0
"TN_1_00039100",13764,26,59,23400,53100
"TN_1_00026200",3663,3,37,2700,33300
"TN_1_00015200",846,0,1,0,900
"TN_1_00025900",1750,1,0,900,0
"TN_1_00023300",1119,0,2,0,1800
"TN_1_00015800",2807,2,37,1800,33300
"TN_1_00025600",2556,0,0,0,0
"TN_1_00015500",3909,0,24,0,21600
"TN_1_00024300",1341,0,0,0,0
"TN_1_00026400",415,0,0,0,0
"TN_1_00026500",4170,5,25,4500,22500
"TN_1_00026300",1569,0,1,0,900
"TN_1_00016900",11199,35,122,31500,109800
"TN_1_00017600",11773,10,351,9000,315900
