"UniqueID","Other","DryAqua","Aqua","DryAqua_area_m2","Aqua_area_m2"
"OD_2_01454100",2409,674,0,606600,0
"OD_2_01576000",1656,153,0,137700,0
"OD_2_00761300",1641,129,0,116100,0
"OD_2_01454200",328,365,0,328500,0
"OD_2_01576100",8224,815,0,733500,0
"OD_2_01454600",247,480,0,432000,0
"OD_2_00762800",777,27,0,24300,0
"OD_2_00762900",592,23,0,20700,0
"OD_2_01457100",3501,1040,0,936000,0
"OD_2_01455900",271,54,0,48600,0
"OD_2_01576200",1575,819,0,737100,0
"OD_2_01456700",115,648,0,583200,0
"OD_2_01456800",12,393,0,353700,0
"OD_2_01456000",848,453,0,407700,0
"OD_2_01456600",671,486,0,437400,0
"OD_2_01576300",409,205,0,184500,0
"OD_2_01455800",344,236,0,212400,0
"OD_2_01456900",1079,106,0,95400,0
"OD_2_01455700",539,992,0,892800,0
"OD_2_01576700",893,1125,0,1012500,0
"OD_2_01456400",519,528,0,475200,0
"OD_2_01577000",749,792,0,712800,0
"OD_2_01457700",418,118,0,106200,0
"OD_2_01457800",1048,97,0,87300,0
"OD_2_01576600",231,30,0,27000,0
"OD_2_01576500",783,118,0,106200,0
"OD_2_01457900",650,1226,0,1103400,0
"OD_2_01457600",595,226,0,203400,0
"OD_2_01455600",950,403,0,362700,0
"OD_2_01456200",1218,637,0,573300,0
"OD_2_01456300",421,56,0,50400,0
"OD_2_01576900",86,198,0,178200,0
"OD_2_01457400",652,195,0,175500,0
"OD_2_01577100",3031,1869,0,1682100,0
"OD_2_01457000",2390,165,0,148500,0
"OD_2_01577200",610,23,0,20700,0
"OD_2_01458200",977,1065,0,958500,0
"OD_2_01458000",848,115,0,103500,0
"OD_2_01457500",163,202,0,181800,0
"OD_2_01459200",1196,110,0,99000,0
"OD_2_01577400",741,27,0,24300,0
"OD_2_01457300",739,268,0,241200,0
"OD_2_01577300",1040,165,0,148500,0
"OD_2_01459100",600,26,0,23400,0
"OD_2_01457200",486,584,0,525600,0
"OD_2_01459000",2200,361,0,324900,0
"OD_2_01462600",492,100,0,90000,0
"OD_2_01577800",1936,197,0,177300,0
"OD_2_01577500",247,53,0,47700,0
"OD_2_01458100",512,184,0,165600,0
"OD_2_01458300",531,586,0,527400,0
"OD_2_01577600",95,10,0,9000,0
"OD_2_01577700",114,68,0,61200,0
"OD_2_01458400",1211,773,0,695700,0
"OD_2_01458600",784,575,0,517500,0
"OD_2_01458500",165,140,0,126000,0
"OD_2_01578000",2140,1033,0,929700,0
"OD_2_01459400",1170,17,0,15300,0
"OD_2_01462200",680,223,0,200700,0
"OD_2_01459300",1816,482,0,433800,0
"OD_2_01462700",207,442,0,397800,0
"OD_2_01459700",1447,69,0,62100,0
"OD_2_01577900",204,127,0,114300,0
"OD_2_40903000",28119,10697,0,9627300,0
"OD_2_01462800",81,400,0,360000,0
"OD_2_01579800",291,804,0,723600,0
"OD_2_01459900",729,171,0,153900,0
"OD_2_01462100",357,603,0,542700,0
"OD_2_01462900",311,1836,0,1652400,0
"OD_2_01458900",381,470,0,423000,0
"OD_2_01579300",35,279,0,251100,0
"OD_2_01579400",263,852,0,766800,0
"OD_2_01578100",4997,3577,0,3219300,0
"OD_2_01458700",1507,737,0,663300,0
"OD_2_01466100",1593,397,0,357300,0
"OD_2_01579200",116,1202,0,1081800,0
"OD_2_01465200",206,654,0,588600,0
"OD_2_01580500",1304,1832,0,1648800,0
"OD_2_01579700",40,740,0,666000,0
"OD_2_01473300",5526,1979,0,1781100,0
"OD_2_01459800",900,129,0,116100,0
"OD_2_01465800",214,11,0,9900,0
"OD_2_01466000",887,18,0,16200,0
"OD_2_01578200",6251,9778,0,8800200,0
"OD_2_01465300",1120,146,0,131400,0
"OD_2_01464600",244,522,0,469800,0
"OD_2_01463000",642,413,0,371700,0
"OD_2_01465900",267,25,0,22500,0
"OD_2_01458800",573,577,0,519300,0
"OD_2_01460100",869,403,0,362700,0
"OD_2_01579600",128,421,0,378900,0
"OD_2_01463100",756,1628,0,1465200,0
"OD_2_01472800",7019,161,0,144900,0
"OD_2_01464300",35,516,0,464400,0
"OD_2_01466200",1220,801,0,720900,0
"OD_2_01465100",247,296,0,266400,0
"OD_2_01463200",625,179,0,161100,0
"OD_2_01465700",247,489,0,440100,0
"OD_2_01464700",49,894,0,804600,0
"OD_2_01465000",685,14,0,12600,0
"OD_2_01465400",167,412,0,370800,0
"OD_2_01473100",454,368,0,331200,0
"OD_2_01472400",1353,66,0,59400,0
"OD_2_01579500",401,637,0,573300,0
"OD_2_01449200",46,308,0,277200,0
"OD_2_01471900",291,7,0,6300,0
"OD_2_01464200",59,488,0,439200,0
"OD_2_01460500",213,718,0,646200,0
"OD_2_01581800",779,2303,0,2072700,0
"OD_2_01464500",190,673,0,605700,0
"OD_2_01472000",1701,15,0,13500,0
"OD_2_01460000",146,34,0,30600,0
"OD_2_01464400",124,881,0,792900,0
"OD_2_01471800",610,64,0,57600,0
"OD_2_01460200",529,338,0,304200,0
"OD_2_01463300",45,222,0,199800,0
"OD_2_01460800",283,570,0,513000,0
"OD_2_01580600",15,368,0,331200,0
"OD_2_01465600",221,422,0,379800,0
"OD_2_01580900",129,435,0,391500,0
"OD_2_00739400",4332,2029,0,1826100,0
"OD_2_01464800",219,533,0,479700,0
"OD_2_01460400",134,145,0,130500,0
"OD_2_01464900",413,131,0,117900,0
"OD_2_01465500",207,307,0,276300,0
"OD_2_01580700",235,284,0,255600,0
"OD_2_01474500",3060,1818,0,1636200,0
"OD_2_01473200",181,159,0,143100,0
"OD_2_01460300",333,276,0,248400,0
"OD_2_01463400",350,103,0,92700,0
"OD_2_01472500",1019,43,0,38700,0
"OD_2_01581000",144,243,0,218700,0
"OD_2_01581300",668,1037,0,933300,0
"OD_2_01464100",59,714,0,642600,0
"OD_2_01475000",5491,971,0,873900,0
"OD_2_01463800",316,319,0,287100,0
"OD_2_01581100",34,224,0,201600,0
"OD_2_01460700",531,1068,0,961200,0
"OD_2_01464000",2141,4982,0,4483800,0
"OD_2_01466600",1398,2430,0,2187000,0
"OD_2_01581700",142,297,0,267300,0
"OD_2_01581600",216,339,0,305100,0
"OD_2_01466300",423,451,0,405900,0
"OD_2_01463900",89,1225,0,1102500,0
"OD_2_01474200",1299,3351,0,3015900,0
"OD_2_01580800",52,220,0,198000,0
"OD_2_01463500",262,287,0,258300,0
"OD_2_01461000",213,1071,0,963900,0
"OD_2_01581200",89,219,0,197100,0
"OD_2_01463700",150,121,0,108900,0
"OD_2_01581500",257,295,0,265500,0
"OD_2_01474900",5069,258,0,232200,0
"OD_2_01474800",1271,275,0,247500,0
"OD_2_01466400",216,667,0,600300,0
"OD_2_01582100",1544,979,0,881100,0
"OD_2_01466500",742,67,0,60300,0
"OD_2_01460600",708,214,0,192600,0
"OD_2_01463600",317,149,0,134100,0
"OD_2_01460900",169,325,0,292500,0
"OD_2_01582000",35,126,0,113400,0
"OD_2_00739500",29,372,0,334800,0
"OD_2_01581900",930,2042,0,1837800,0
"OD_2_01581400",300,104,0,93600,0
"OD_2_01461100",233,649,0,584100,0
"OD_2_01474400",98,269,0,242100,0
"OD_2_01474600",6408,72,0,64800,0
"OD_2_01468200",62,1113,0,1001700,0
"OD_2_00741700",3898,1953,0,1757700,0
"OD_2_01461300",516,214,0,192600,0
"OD_2_01474700",5271,486,0,437400,0
"OD_2_01467000",515,495,0,445500,0
"OD_2_01474000",589,1856,0,1670400,0
"OD_2_01461200",162,270,0,243000,0
"OD_2_01474300",975,102,0,91800,0
"OD_2_01583500",394,313,0,281700,0
"OD_2_01582200",54,17,0,15300,0
"OD_2_00763000",110,23,0,20700,0
"OD_2_01576800",60,66,0,59400,0
"OD_2_01583600",2663,293,0,263700,0
"OD_2_01475100",2522,281,0,252900,0
"OD_2_01474100",163,622,0,559800,0
"OD_2_01452000",117,137,0,123300,0
"OD_2_01468300",128,978,0,880200,0
"OD_2_01466700",881,377,0,339300,0
"OD_2_01582300",135,63,0,56700,0
"OD_2_01461400",509,195,0,175500,0
"OD_2_01567300",6500,8250,0,7425000,0
"OD_2_01467900",295,739,0,665100,0
"OD_2_01467100",298,141,0,126900,0
"OD_2_01475600",2172,1847,0,1662300,0
"OD_2_01468000",374,247,0,222300,0
"OD_2_01583700",1247,1819,0,1637100,0
"OD_2_01582400",747,281,0,252900,0
"OD_2_00739600",473,2,0,1800,0
"OD_2_01466900",561,131,0,117900,0
"OD_2_01468100",163,511,0,459900,0
"OD_2_01468400",59,352,0,316800,0
"OD_2_01467200",2596,1013,0,911700,0
"OD_2_01475200",4700,503,0,452700,0
"OD_2_01475800",192,3435,0,3091500,0
"OD_2_01485900",2235,307,0,276300,0
"OD_2_01583400",168,44,0,39600,0
"OD_2_01467600",180,440,0,396000,0
"OD_2_01475700",382,3888,0,3499200,0
"OD_2_01468500",135,903,0,812700,0
"OD_2_01582700",345,165,0,148500,0
"OD_2_01468600",145,1475,0,1327500,0
"OD_2_01475500",4659,167,0,150300,0
"OD_2_01583300",1963,3547,0,3192300,0
"OD_2_01582500",396,69,0,62100,0
"OD_2_01467800",80,560,0,504000,0
"OD_2_01486000",681,25,0,22500,0
"OD_2_01582600",698,275,0,247500,0
"OD_2_40901000",12486,8596,1,7736400,900
"OD_2_01583800",969,382,0,343800,0
"OD_2_01467500",426,354,0,318600,0
"OD_2_01453500",379,455,0,409500,0
