"UniqueID","Other","DryAqua","Aqua","DryAqua_area_m2","Aqua_area_m2"
"OD_2_01454100",3275,247,2,222300,1800
"OD_2_01576000",1101,428,67,385200,60300
"OD_2_00761300",2253,3,1,2700,900
"OD_2_01454200",563,53,0,47700,0
"OD_2_01576100",8304,960,81,864000,72900
"OD_2_01454600",571,36,0,32400,0
"OD_2_00762800",1005,6,0,5400,0
"OD_2_00762900",562,8,0,7200,0
"OD_2_01457100",6418,56,12,50400,10800
"OD_2_01455900",288,9,1,8100,900
"OD_2_01576200",3843,179,15,161100,13500
"OD_2_01456700",658,4,1,3600,900
"OD_2_01456800",298,8,0,7200,0
"OD_2_01456000",1307,16,0,14400,0
"OD_2_01456600",1470,5,1,4500,900
"OD_2_01576300",778,14,0,12600,0
"OD_2_01455800",608,4,0,3600,0
"OD_2_01456900",1684,2,2,1800,1800
"OD_2_01455700",1786,35,0,31500,0
"OD_2_01576700",2652,48,0,43200,0
"OD_2_01456400",1430,7,0,6300,0
"OD_2_01577000",2983,0,2,0,1800
"OD_2_01457700",700,17,3,15300,2700
"OD_2_01457800",785,67,0,60300,0
"OD_2_01576600",247,23,0,20700,0
"OD_2_01576500",1201,43,0,38700,0
"OD_2_01457900",1586,97,3,87300,2700
"OD_2_01457600",634,39,9,35100,8100
"OD_2_01455600",1372,7,0,6300,0
"OD_2_01456200",2366,51,0,45900,0
"OD_2_01456300",929,1,1,900,900
"OD_2_01576900",516,0,0,0,0
"OD_2_01457400",759,25,0,22500,0
"OD_2_01577100",4283,1086,19,977400,17100
"OD_2_01457000",2285,72,0,64800,0
"OD_2_01577200",559,7,0,6300,0
"OD_2_01458200",1917,45,0,40500,0
"OD_2_01458000",856,29,0,26100,0
"OD_2_01457500",384,5,1,4500,900
"OD_2_01459200",1740,0,4,0,3600
"OD_2_01577400",875,8,0,7200,0
"OD_2_01457300",873,31,0,27900,0
"OD_2_01577300",1167,95,0,85500,0
"OD_2_01459100",824,1,0,900,0
"OD_2_01457200",906,116,0,104400,0
"OD_2_01459000",2597,63,5,56700,4500
"OD_2_01462600",650,4,0,3600,0
"OD_2_01577800",2212,121,0,108900,0
"OD_2_01577500",478,2,0,1800,0
"OD_2_01458100",581,17,0,15300,0
"OD_2_01458300",1376,21,0,18900,0
"OD_2_01577600",160,0,0,0,0
"OD_2_01577700",409,0,1,0,900
"OD_2_01458400",2298,50,1,45000,900
"OD_2_01458600",1443,63,0,56700,0
"OD_2_01458500",588,2,0,1800,0
"OD_2_01578000",3339,447,34,402300,30600
"OD_2_01459400",906,67,0,60300,0
"OD_2_01462200",1053,19,0,17100,0
"OD_2_01459300",1538,330,5,297000,4500
"OD_2_01462700",538,66,0,59400,0
"OD_2_01459700",1869,8,1,7200,900
"OD_2_01577900",478,1,2,900,1800
"OD_2_40903000",43748,3139,80,2825100,72000
"OD_2_01462800",617,2,6,1800,5400
"OD_2_01579800",1316,0,0,0,0
"OD_2_01459900",583,72,3,64800,2700
"OD_2_01462100",795,258,0,232200,0
"OD_2_01462900",2353,104,1,93600,900
"OD_2_01458900",1182,1,0,900,0
"OD_2_01579300",513,0,0,0,0
"OD_2_01579400",2049,0,1,0,900
